census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15
616,3,1,2,1,3,1,18,2962,9987,14206,15241,18558,15572,17768,21660,28051,21373,20678,8936,4048,1123,16,180,1823,8323,11819,15643,23503,20790,29941,33502,23068,17650,8782,4277,864,3,325,3594,9775,14981,21540,25171,27647,25415,23859,20998,15335,7068,3808,662,2872,3235,5008,6416,8485,14554,15561,19394,31385,20862,30616,25613,11511,3258,1411,2177,1815,3424,5146,7590,10033,13677,19679,24639,27351,28933,24903,19738,8001,3075,14,15,228,541,1651,9738,22411,42638,42120,44917,25199,9740,887,82,0,12,29,219,675,2535,8594,20712,37455,55953,39424,23656,9537,1336,44,0,1475,2145,4907,9464,13591,18463,22088,24159,21962,20612,18636,19806,14725,5494,2654,1773,2350,3615,5346,7880,9418,14888,22285,31183,33201,36131,19436,8107,3734,834,1348,2059,4322,4763,9081,15204,20759,24784,28153,29247,26089,18931,10774,4176,491,2601,11309,20520,26075,29231,25602,19546,14842,12365,10508,9029,7109,5043,5213,1188,303,2145,5837,9818,16618,24054,25106,22217,19699,16723,13829,11319,10658,12944,8911
617,3,1,3,1,3,1,33,3996,17337,25221,26821,52479,49798,48268,40502,43359,26565,22033,13642,7388,2648,84,1851,16871,33187,45575,49522,68312,37532,39610,31930,19237,15550,12433,6756,1640,35,9765,37108,56246,56988,52366,41498,32227,24189,20339,17305,14178,10579,5885,1382,10459,12610,17774,18015,17390,30761,28404,33178,52817,38061,48220,37581,20935,9755,4130,9688,10984,14261,20022,28643,34993,44601,49113,42092,33807,31605,24523,18711,10683,6364,10,4,268,726,4354,17076,65993,103483,66964,60385,33013,20454,7077,283,0,7,7,280,914,7181,14438,60108,97181,87880,52910,31545,20679,6742,218,0,9958,15650,25777,44633,45463,44870,39382,33270,26552,23718,20561,20707,16758,9258,3533,9293,12553,16988,17958,25623,36691,49513,56611,49533,36829,30215,18802,12229,5645,1607,5004,5069,7720,8053,11821,17340,23857,31073,36389,41327,48507,52134,51519,33422,6855,6832,13475,20366,27554,35625,41795,43759,42045,37609,30664,24365,18643,15435,15992,5931,4524,18368,27983,35446,42195,45833,43702,37164,28552,21508,17191,13245,12650,15391,16338
618,2,1,2,1,3,1,0,0,0,25,502,6476,12175,17694,17772,18021,10551,13948,19321,12147,18750,0,5,917,3153,8261,12513,26441,15674,16375,13774,10834,10125,8842,5885,14583,0,1322,7848,18679,23530,22110,16613,11870,8488,6855,5503,4305,3999,4178,12081,8747,5206,4428,3735,3469,7620,7485,9378,16512,11501,15544,15589,12006,8882,17278,9068,6443,4154,3142,5431,7460,11971,19414,19697,15276,13997,9363,6170,3622,12187,0,5694,7767,6332,14496,40256,47628,18906,3181,2062,696,278,1,0,0,0,6521,7036,7675,20996,33278,45027,19436,4690,1715,648,273,2,0,0,7453,7625,8265,16702,18408,19504,16100,11935,8473,6661,5038,4566,3740,3487,9438,5794,5650,4038,3775,5924,9877,14255,16415,15231,12768,14557,11427,8815,5202,13732,1944,3138,5742,5907,5895,6598,7919,9845,12772,16632,20721,20931,18801,8867,1668,284,1456,3503,6523,10870,15829,17907,15647,11986,9244,8099,7112,11974,24305,2643,552,7936,11304,15419,19163,21023,20176,16924,12179,7617,4917,3235,2557,2350,2028
619,2,1,2,1,3,1,0,0,0,0,0,25,338,1881,5665,17173,15778,12290,6212,3429,5794,0,0,97,715,1723,2161,6570,8814,16212,14365,5823,3199,2457,2395,4051,0,37,2030,4976,9744,14168,12578,8359,4812,2805,1755,1222,1476,1601,3016,2958,1922,1451,1160,1036,2111,2243,3242,7481,6373,9854,10447,7666,5032,5598,3511,2073,1323,1154,1863,2572,4331,11050,13581,10022,7536,3657,1850,1049,3054,0,1576,2934,4350,15353,32147,11138,778,41,10,0,0,0,0,0,0,1843,2735,5737,22407,24245,10434,853,65,8,0,0,0,0,0,2997,2352,2552,6681,10723,12319,9875,6923,4421,2928,1568,1250,942,1023,2072,2348,2048,1180,949,1255,1886,3621,6759,10432,11014,11501,6217,3364,2248,3960,5,153,1082,1639,1833,2445,3340,4737,6575,9174,12175,12606,9762,2932,116,14,145,526,1519,3571,6868,10727,11362,8718,5370,4065,3224,3770,8384,319,33,2430,4380,7681,11036,12276,11147,8525,5435,2786,1491,768,402,154,30
620,3,1,2,1,3,1,707,8761,20331,19892,13781,9951,9273,12264,15342,21240,14467,8886,3321,1739,1185,359,3683,10295,16054,16460,16123,24943,20701,22010,16408,7391,3645,2472,1945,668,678,6425,14896,25645,25826,23782,19362,14871,11143,8428,5962,3751,2506,1600,384,2542,2793,3762,4474,5293,8916,10106,12936,20959,19461,25711,25298,16503,6784,1978,3390,9066,9525,12156,15412,15992,17423,21728,20259,16017,13343,9482,6469,2863,1310,58,175,676,3023,18557,53125,51731,22059,14538,9102,4187,1049,224,0,0,58,198,666,4404,24547,43625,50631,25554,14735,8734,4118,1002,232,0,0,3692,10622,16332,25958,23118,19832,16751,13616,11228,9575,7604,6268,4171,1834,1143,1928,2993,4174,6137,9626,14180,20130,23317,23791,20400,16919,9368,3909,1909,626,552,1124,1825,1830,2749,4143,6584,9382,13243,17711,23520,28285,30144,18494,5671,5419,6743,7150,8677,11575,14616,17673,17489,16004,14332,13206,10671,8543,10416,643,573,10917,18541,26558,24103,20523,17297,13210,10112,7467,5671,4152,3682,3302,1408
621,3,1,2,1,3,1,4774,54625,82770,64376,49802,33094,24163,16694,12475,8740,5943,4719,3634,1309,142,2672,12773,33561,46059,45133,45726,42161,37273,32273,26396,19832,14721,10953,3177,140,2701,9202,27891,38559,41573,42257,42188,41723,39114,33912,26712,18443,10959,3146,151,2919,2975,3876,7141,10302,13121,17985,24655,39562,54879,72401,73763,45944,13346,1440,2412,6311,8696,13375,18976,25946,32664,37867,42539,47914,52717,51811,37866,16081,5604,52,24,18,27,1848,6708,30238,59443,105023,107743,71315,24399,1416,4,0,51,27,17,31,2779,4987,23437,67883,106458,100192,80787,20630,972,7,0,2368,6198,14902,23940,30967,36132,39185,39807,40118,40466,39994,37788,27794,11582,3616,1596,3308,7968,9264,15277,21070,37367,47955,53906,51127,47016,37712,22846,5351,285,1594,1099,1824,3935,7411,12037,18189,27960,40978,52695,59069,59078,50203,31944,10515,28586,69433,66277,51301,38192,29232,22206,17521,13790,10862,8431,6093,4490,5739,697,287,8345,20985,32361,39254,41699,43159,43310,39340,34125,27194,20409,16634,12885,4322
622,3,1,2,1,3,1,1554,57408,108872,89266,63215,38858,24719,15682,11261,7560,5333,4323,3571,1539,718,713,16263,53244,67652,63541,57290,47451,38516,27923,22413,15341,10852,9204,3279,573,1025,20686,51008,61821,60990,55407,47465,37193,29180,23804,19529,14008,9006,3102,248,4949,6955,8430,10599,13804,17814,25173,32680,47808,61827,76161,74292,42802,9882,1358,3392,8077,12543,23173,39134,48617,49113,48366,46787,42418,39224,33962,25809,10196,3725,0,0,0,120,696,7131,51044,99831,144839,90045,32085,7889,846,10,0,0,0,0,152,770,5308,38950,114975,145962,86714,34260,6787,650,8,0,3226,9871,27697,44289,52519,54533,52565,45749,36337,29865,26027,23645,17014,7910,3289,3923,6905,10482,16027,27463,37384,57865,62751,63623,55748,43447,28896,14634,3907,427,2931,1995,2510,4377,7326,11838,17226,24740,33915,45179,59817,75147,78115,53835,15521,20307,47504,49955,45444,44071,44350,42248,34551,28099,23270,18191,12687,9558,12109,1911,1250,11804,34789,60143,69771,60659,47799,36080,27107,21774,17914,14275,13025,11932,6210
623,3,1,3,2,3,2,15179,38916,47604,60408,57611,46505,34096,21328,14763,10062,6852,5256,5335,5396,8283,8879,26319,33736,42594,47759,47544,41537,37466,27870,21497,13994,9396,7706,5868,5429,14403,32390,47970,54245,48889,40780,33777,27993,22709,17611,13221,9247,6907,5422,2030,4252,8358,9050,10600,12812,15728,19477,23165,29812,37660,49501,59021,56421,29562,12175,2365,18216,26791,36621,42695,41933,37935,34839,32742,30972,27105,21544,14055,6130,3651,0,0,662,7177,13656,25972,58525,62639,79547,63846,39875,22075,3524,96,0,0,0,673,7694,14392,21157,50294,75251,80398,59784,44050,20573,3208,120,0,4072,23778,40086,49623,50545,43821,35828,30277,26097,22387,18868,15343,10336,4476,2057,7188,12362,12645,15261,21744,28640,38019,42357,47392,47444,41317,33110,17528,6883,5704,163,543,1072,2054,3900,7010,12319,19636,28691,37738,47982,58102,64898,56505,36981,6800,14666,21705,27331,31080,32289,33027,32155,32188,34158,35832,33932,27963,14034,434,1468,29440,51417,62710,65001,56013,40429,25890,16831,10958,7176,4395,3085,2016,764
624,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,3,3,13,0,0,0,0,0,0,0,1,1,0,2,25,9,27,54,0,0,0,0,0,0,1,2,4,16,14,6,21,33,50,44,7,12,5,4,6,7,5,4,6,2,8,11,11,22,0,10,35,6,3,14,13,6,10,9,13,17,8,11,13,0,0,0,0,2,0,8,14,26,6,0,0,0,0,0,0,0,0,0,2,0,9,19,28,6,0,0,0,0,0,0,0,0,0,0,2,15,44,10,13,14,28,37,38,44,5,25,28,11,5,5,4,5,4,4,11,17,28,45,55,155,23,3,2,1,1,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,1,0,0,0,2,0,146,0,0,0,0,1,4,9,39,84,26,8,6,1,1,3,21
625,3,1,3,1,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,5,2,0,1,0,0,2,1,5,0,4,15,3,8,2,1,7,2,0,3,1,4,2,2,2,4,55,7,0,0,0,0,0,0,0,0,3,2,3,0,0,40,17,9,8,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,5,20,11,12,15,3,10,4,7,4,0,1,2,11,0,70,8,3,4,6,4,1,1,0,0,0,0,0,12,3,53,6,1,0,0,0,0,0,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,1,3,13,29,14,7,5,0,0,0,20
626,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,1,3,0,2,0,0,2,0,1,0,2,1,0,0,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,20,6,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,18,24,7,7,3,12,2,6,5,4,10,0,0,0,132,31,0,1,6,9,10,2,2,6,9,15,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,7,12,1,0,0,0,0,0,20
627,3,1,3,1,3,1,0,0,0,0,0,1,0,0,1,2,1,1,1,3,4,2,4,5,3,6,4,4,8,4,8,4,7,14,13,19,1,1,5,9,10,8,14,13,5,2,10,16,8,15,2,77,19,6,3,3,6,3,3,1,1,1,2,1,0,0,21,49,7,15,10,3,1,2,4,8,6,0,0,0,0,0,0,0,7,18,13,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,9,0,0,0,0,0,0,0,0,0,3,6,15,23,16,16,2,4,17,11,3,6,10,1,66,14,2,3,3,7,7,8,3,4,2,0,8,13,0,133,9,4,0,2,0,1,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,1,0,0,2,128,4,0,0,4,6,7,7,19,72,20,7,6,5,4,2,2
628,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,35,1,0,0,0,0,0,0,0,0,0,0,0,0,87,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,4,6,4,3,4,5,1,2,2,2,2,1,164,79,3,2,2,0,2,0,2,1,0,2,1,2,2,238,48,0,0,0,2,0,0,0,0,0,0,0,0,0,50,150,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,4,1,3,9,13,13,34,2,1,0,0,0,1,45
629,1,2,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,3,1,2,1,3,1,47811,66110,61987,61804,53495,52527,40187,31969,21388,14261,7968,3938,1273,116,12,38067,57640,46476,37269,35092,36495,38713,42041,40625,36796,27758,19092,8431,342,9,28096,48946,54070,43483,33779,32008,32286,34047,35702,36768,36529,31415,16588,1125,4,8417,13419,15679,18263,23095,26809,33151,39049,48610,55965,64139,61105,41435,14762,948,5746,21824,23906,25440,32420,40861,44316,42637,41969,44320,46566,43082,31081,15133,5545,0,28,1768,17154,28478,37231,54353,61201,73064,77538,61793,38800,12776,662,0,0,35,1660,17557,30741,32637,50513,68208,76013,74094,62715,39359,10637,677,0,9106,25925,35349,41887,44290,40917,37013,35033,35145,37418,40487,41152,30590,10075,459,21505,35101,35913,32728,30664,31441,33966,39471,44344,48070,43912,39339,25228,3149,15,3879,245,627,2719,7749,17869,32340,44591,49333,49755,50612,54897,60689,57410,32131,21065,39837,56274,64687,64927,56003,43864,32139,25141,20328,16467,11608,5639,2816,4051,3594,19389,39731,42047,48356,53596,53276,48945,42856,37629,29827,20976,15037,8387,1200
632,3,1,3,3,3,2,114114,86351,56310,57898,53893,41452,27918,18179,9523,5266,3628,1462,624,226,67,97045,73405,51232,49765,53084,50353,34692,29795,17325,11577,5439,2260,708,192,39,98503,74404,59396,51759,48123,38816,32581,26954,21579,12894,7721,3091,902,164,24,11140,18325,21489,23108,41112,40652,48316,57817,49576,56312,39534,36729,19890,8462,4449,30191,72233,42309,33435,29598,29562,33373,35163,39829,42414,40225,30859,14520,2610,590,0,7647,30704,42401,50568,59453,65600,75323,46119,60078,32632,6019,355,12,0,0,8857,29288,48002,60276,43811,60485,69662,64025,54296,31174,6550,476,9,0,63379,66542,43319,31940,26204,30086,30388,31061,32978,37297,39946,28295,12674,2461,341,42289,36957,38778,41640,51171,47728,46014,53210,44228,33577,26868,11203,2905,306,37,948,390,686,1043,2266,5293,12741,22961,33778,41522,49456,52220,61275,85937,106395,28687,42770,48158,48300,44080,38377,33320,28334,25956,25213,25462,26317,31483,28756,1698,21088,87784,53663,39479,34198,33336,33388,32507,31017,29162,25926,21149,17396,11837,4981
634,3,3,3,3,3,2,0,1,166,714,1020,676,473,287,241,189,96,73,27,8,0,0,439,1447,786,501,265,192,133,83,53,32,23,15,2,0,363,975,1040,662,365,233,158,71,50,21,17,10,4,2,0,1585,592,385,310,289,204,148,133,78,65,46,51,57,23,5,1626,1179,441,228,156,141,86,55,31,16,9,3,0,0,0,0,0,0,527,1035,1444,728,190,36,11,0,0,0,0,0,0,0,0,696,1208,1088,714,206,50,9,0,0,0,0,0,1560,996,449,313,233,134,96,89,48,26,18,7,2,0,0,1455,781,648,357,343,154,91,73,33,20,8,2,2,4,0,804,145,172,126,117,138,173,201,256,276,308,348,440,325,142,0,1,0,5,13,20,26,57,64,81,171,240,474,1928,891,974,876,555,429,325,236,177,142,107,44,53,29,17,5,2
635,3,3,3,3,3,2,0,0,0,178,880,3506,3328,3765,3894,5141,3535,3154,1984,893,589,0,169,1283,2985,4218,3195,4677,2687,3203,2989,1915,1419,1168,620,319,0,1704,5461,4517,3450,3164,2776,2188,1865,1709,1499,1039,842,438,195,1683,1777,2719,2520,2266,4010,2934,2939,3566,1766,1704,1278,781,499,405,2809,3812,2558,1755,2118,1910,2130,2527,2333,1958,2104,1933,1586,845,469,0,0,52,186,563,5216,7811,8292,4042,2940,1304,429,12,0,0,0,0,58,225,1197,4687,7349,7653,5586,2443,1207,416,26,0,0,2920,4279,2961,2842,2003,2053,2154,2044,1893,1913,1749,1744,1204,799,289,1546,1950,2865,2847,3596,3834,3400,2695,2154,1585,1557,1094,930,510,284,325,438,870,1063,1316,1724,2335,2777,3154,3446,3619,3673,3606,2148,353,453,963,1212,1615,1682,1708,1862,1849,1894,2100,2462,2578,3166,6147,1156,967,4253,3355,2649,2388,2356,2231,2234,2066,1791,1431,1130,1090,1650,1256
636,1,3,3,3,2,2,0,199,545,130,39,28,45,17,8,3,2,1,3,1,0,3,366,440,84,44,47,16,8,4,1,5,2,1,0,0,4,378,437,104,47,26,9,3,8,1,2,1,1,0,0,27,25,12,17,40,48,84,189,186,214,92,51,28,7,1,31,169,452,212,65,41,23,12,6,3,4,0,2,1,0,0,0,0,19,159,639,188,14,2,0,0,0,0,0,0,0,0,0,25,279,508,190,16,3,0,0,0,0,0,0,42,402,352,127,39,23,22,5,6,0,2,1,0,0,0,28,30,78,249,334,158,64,36,22,6,9,2,5,0,0,17,2,1,2,3,4,8,10,9,24,36,46,220,557,82,2,1,5,5,5,14,20,34,65,120,207,311,185,28,19,4,366,393,139,49,24,14,11,8,4,4,1,2,2,0
637,3,1,3,1,1,2,0,0,0,0,0,0,0,0,0,96,419,2317,4877,3171,4819,0,0,0,10,163,221,562,509,881,1722,1979,2353,2221,1310,3768,0,0,231,734,963,1125,1273,1367,1367,1355,1201,1032,967,919,3165,1871,831,525,340,279,429,366,471,888,763,1309,1601,1255,996,3775,1768,898,410,314,370,373,470,790,965,1117,1662,1461,1278,783,3040,0,1327,1879,1160,1781,4113,3671,1386,249,94,36,3,0,0,0,0,1573,1643,1347,2468,3306,3504,1406,343,75,30,4,0,0,0,1422,997,692,857,938,1043,1110,1152,1017,925,833,920,656,742,2395,1093,906,436,260,299,309,315,460,668,958,1776,1949,1753,1050,3467,307,1104,1766,1546,1316,1303,1560,1581,1479,1328,1077,754,435,139,4,9,32,155,360,605,853,896,953,921,882,896,1113,2513,4994,517,16,794,1233,1457,1650,1840,1966,1995,1625,1130,694,513,373,269,144
638,1,1,3,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,4,5,0,0,0,0,0,0,0,2,2,7,3,3,6,13,13,0,0,0,0,0,0,0,7,13,0,6,6,18,11,9,24,14,3,14,1,0,2,1,1,5,3,1,0,8,0,0,27,5,9,7,6,6,4,2,6,6,3,3,0,0,0,0,0,0,0,5,3,2,2,3,5,4,0,0,0,0,0,0,0,0,0,4,4,3,1,9,3,0,0,0,0,0,0,0,0,2,24,6,9,10,10,10,8,15,4,3,24,3,1,3,2,6,0,2,2,7,11,8,14,12,87,2,0,0,0,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,2,4,3,5,19,44,16,4,0,1,0,0,10
639,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,1,1,1,61192,29072,19793,12988,10670,8611,8529,7285,6077,4759,4217,4931,7355,4582,43227,63793,21313,13698,10497,13654,10296,11158,9509,9480,7782,6481,6315,5266,6908,37461,53293,21132,13380,10246,10277,12359,13713,11247,13130,10607,8441,7499,7716,7270,33737,88234,36868,17072,10980,8443,7069,6596,4230,5295,4574,4472,3800,3190,3445,30154,118550,16885,8763,7749,9011,9411,9998,10306,9403,8257,7940,7214,5864,3625,2687,172763,40005,8801,4125,3319,2151,1108,1357,907,638,395,309,204,57,4,173055,40637,9146,3518,2733,1925,1493,1121,839,705,433,308,162,66,2,99575,17479,11109,9071,7967,9541,9741,10738,11555,10822,9869,10273,9493,5854,2078,89592,24626,17423,11744,10382,8344,6752,5481,5007,4132,3939,4762,4892,5938,31924,43226,21230,19284,19448,17433,14873,12666,11112,10282,10401,11228,12888,15592,12203,1917,9288,6716,7853,7980,7909,7306,7368,6865,6868,7509,7567,7846,8558,15433,117080,108648,13495,7811,6030,5445,5463,5968,7018,8825,10533,11457,11034,9826,10228,11329
2,3,1,3,1,2,2,27909,16866,15307,10302,6963,4952,4272,2894,2437,1736,1442,1655,3020,15104,39049,22663,12472,15458,11626,9177,6872,5451,3983,3322,3143,3110,7786,17557,12362,19027,17669,8328,11933,11708,9953,9006,7937,6480,6879,8697,10869,13394,9963,5025,16269,38374,46354,17656,8308,5335,4232,2638,2747,2066,2104,1981,2140,2078,2629,15554,26171,12052,11023,12318,14674,14953,14268,14039,10184,8403,6599,4923,3143,1376,275,106186,44274,2313,851,441,216,97,86,38,11,4,3,0,0,0,104067,46483,2437,731,351,198,135,57,43,12,3,3,0,0,0,17044,7489,8047,9119,10329,12569,13328,14771,17014,16050,11395,8587,5672,2399,513,29429,17356,16840,13073,11310,9946,8844,7311,5238,4191,3422,3634,3426,3667,16546,30254,23361,8669,7298,7504,7877,8039,8202,8264,8411,9189,10853,10130,5071,988,5524,4837,6122,6744,6784,6814,6570,6841,6602,6781,7097,8012,10843,23444,40929,20256,8951,7554,7215,7844,8784,10186,11615,15119,15282,14861,11911,7859,4534,2092
3,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,2,0,0,0,0,10
4,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,4,3,1,0,0,0,0,10
5,1,1,3,1,1,1,173023,76109,22333,6680,2901,1463,1155,765,730,703,538,494,416,383,1234,119721,68134,48661,19627,12900,5591,4526,2099,1576,1505,1096,904,835,724,1028,84692,49894,52443,33513,23782,14480,9661,6504,5201,2979,2194,1301,839,653,791,81445,34656,20952,15523,12213,14036,10602,14439,12265,15128,14730,16527,13883,8790,3738,69874,37236,23910,23287,19400,19788,17344,17277,14605,14213,12191,10065,6774,2583,380,65949,90770,43204,28510,22600,13928,7623,7440,4162,2754,1259,602,114,12,0,67596,92751,47944,25158,18072,13254,8897,6245,4188,2834,1301,576,100,11,0,55595,30031,27755,25339,26353,23946,22313,20584,18034,15839,10741,7428,3595,1158,216,112554,38108,22821,21019,17921,16983,11884,12712,9027,9924,7301,4384,2751,820,718,3886,3640,2850,3026,2807,3792,4626,6763,9961,17218,30209,51088,70515,57841,20705,45301,24955,21050,18966,17564,16643,15280,14891,14402,13240,12892,12211,11706,18836,30990,23444,26718,28344,34986,38274,36578,31632,24424,18834,11621,6649,3329,1713,1205,1176
6,1,1,3,1,2,1,95413,91775,29987,7860,2761,958,996,463,360,327,177,165,98,54,76,84560,68469,43886,14867,9193,2932,2963,1116,995,904,553,440,383,163,46,54396,57787,52691,25384,17237,8278,5594,3364,2927,1514,1127,645,386,122,18,36651,31591,19641,14875,9520,15734,8882,16807,10696,15459,14068,15563,12232,7355,2396,37812,38753,23494,24133,17003,17746,15001,15076,12236,11042,7660,5929,3707,1648,230,7740,43021,42167,46297,47801,26449,7404,6944,2301,946,308,84,8,0,0,8379,46893,54878,41633,38058,22485,10548,5026,2152,1017,322,75,4,0,0,26472,34371,31780,24102,25256,17615,17829,15342,13375,10890,6531,4505,2414,897,91,75877,39023,22152,20943,15666,16889,9296,9711,6104,7214,4613,2493,1268,191,30,259,644,762,1013,1133,1365,1729,2625,3880,7772,17619,35632,63350,68468,25219,26455,19221,18963,18611,18173,17578,15665,15258,14099,11967,12249,11302,10678,14884,6367,11530,29446,30431,33740,33675,28869,22009,15012,11018,6750,4215,2302,1240,843,390
