census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13
26,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,3,3,1,3,3,1498,1377,402,138,55,32,31,23,18,10,22,25,6,1900,1905,780,355,147,124,58,52,33,21,40,51,4,1609,2612,1640,757,325,277,130,115,44,62,58,50,0,3179,2040,1146,837,634,468,467,397,321,246,222,170,125,3444,3577,3022,2312,1678,1427,1088,898,588,408,166,23,2,2127,11701,3516,1902,1458,1023,613,387,303,110,19,3,0,2216,12204,3228,2045,1148,843,679,423,221,129,26,0,0,1893,2458,2670,2459,1890,1398,1010,692,491,320,132,35,0,962,552,262,178,96,82,60,43,43,22,13,4,0,57,115,82,88,127,264,402,614,814,1202,1784,1689,439,186,296,356,450,452,435,494,447,551,580,471,493,259,535,1033,1499,1572,1364,1176,922,838,583,373,202,108,46
28,3,3,3,1,3,3,12678,47966,24244,6466,2275,975,903,459,514,439,521,517,535,17738,36697,24951,11897,3118,2543,1133,696,583,503,709,947,300,10396,35967,31324,14044,5446,2777,1364,815,612,632,764,765,112,18718,24175,15065,12711,9782,8143,7100,5094,3291,2228,1188,489,235,13199,21603,21914,19731,13529,10962,6997,4662,2729,1239,386,89,83,958,51842,22199,11614,11163,9995,6541,3509,2172,692,218,58,1,1078,55269,19946,13288,9500,8411,7225,3537,1569,860,239,39,1,7052,14738,20795,23136,18589,12259,7807,4396,2641,1554,697,198,78,30811,23473,14508,10162,6729,3324,2647,1382,872,593,455,356,103,1024,1048,936,912,1338,2459,4111,6490,11102,19773,31793,22363,1667,1173,2870,4635,6369,8095,9307,11019,12528,13562,11361,8800,8344,3752,2999,9406,17440,21492,17886,12723,8859,6811,4818,3124,1732,698,231
29,3,3,3,1,3,3,5327,54680,52957,29372,15122,6874,6292,2579,2751,2005,1490,1280,649,16192,49504,35663,32056,11958,13075,7233,5040,3292,2403,2380,2245,337,9931,45502,49060,31488,15946,10177,6453,4263,2652,2336,1958,1535,77,13663,23215,19599,20110,16243,15796,16219,14814,12966,13000,9645,4705,1403,10802,23288,30172,31563,24592,22775,15176,10777,6877,3830,1267,224,35,203,35074,39388,27309,24887,19830,14247,9360,6936,2767,907,425,45,193,40195,37369,30343,20659,16787,16059,9836,5198,3334,1079,286,40,7297,15141,28936,36318,31760,22002,15616,9687,6501,4261,2771,972,116,27445,32244,24352,20108,17316,13142,15183,11453,9633,6183,2809,1405,105,4346,1851,1893,1952,2434,3452,5692,10057,18427,34564,53356,39290,4064,257,2870,8482,14122,17745,20004,21367,23289,23562,21176,15214,7401,5889,5875,17049,31027,34716,30370,23130,15741,10984,6424,3893,1564,451,154
30,3,3,3,1,3,3,1128,6752,5022,2095,1129,536,479,184,150,77,21,6,7,4584,5477,3250,2454,945,1020,653,378,250,148,84,13,2,5008,5152,4300,2665,1404,1069,665,367,198,130,21,7,1,5606,2429,2214,2627,2251,2040,1869,1461,958,627,343,152,89,6558,3845,3774,3707,2919,2675,1823,1305,600,187,39,2,1,328,12866,4326,2681,2734,2237,1536,1204,1371,721,209,22,0,319,13534,3991,3062,2262,1899,1758,1322,986,883,206,13,0,5394,3037,3799,3842,3306,2481,1692,1121,610,277,78,11,2,5166,2644,2394,1892,1339,900,777,450,292,161,49,6,1,3568,169,132,147,197,377,687,1145,2008,3179,4536,3835,1007,13,182,560,1085,1590,2013,2230,2340,1990,1558,1211,750,3736,2875,2745,3416,3806,3433,2776,1710,1096,475,216,49,16,53
31,3,3,3,3,3,3,57688,53794,20788,8369,5528,5365,6674,4925,2949,1536,798,438,218,33163,60871,28179,12138,7426,6567,6173,5366,4286,2754,1509,559,82,21078,53000,34729,17283,10130,7206,5991,6004,5732,4878,2446,567,33,12872,23188,17184,15726,14921,14756,16409,16905,14665,11693,6790,2946,1026,16676,27040,22040,21749,20516,19393,15818,12115,8003,4109,1357,206,21,3733,45301,37540,22024,18116,15625,12081,7857,4447,1458,348,105,2,3717,49271,34601,23866,15058,13431,13786,8758,4029,1641,380,96,3,11053,22982,28190,26074,21313,16800,13598,10830,8430,6178,3043,493,57,31501,30935,22691,18648,14961,13423,12648,10347,7605,4263,1824,414,31,180,1196,1683,2590,3823,5096,6250,7959,12098,22202,42520,52587,10892,5496,10405,13518,15623,16834,16817,17138,17057,16534,14681,12084,9802,3054,4398,17536,31290,34785,28789,21832,15235,9012,4226,1469,353,78,40
32,3,3,3,1,3,2,3,1,0,0,0,0,0,0,0,1,1,0,1,1,3,2,0,2,0,0,0,0,0,0,4,2,0,2,2,2,6,1,3,0,2,3,2,5,0,34,0,0,0,0,0,1,0,0,0,0,0,0,21,11,4,3,2,0,0,0,0,0,1,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,2,8,11,7,12,2,2,6,5,1,4,2,1,52,1,4,1,2,1,4,0,1,1,0,2,1,34,1,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,1,4,13,0,0,0,2,2,2,9,20,5,3,1,0,10
33,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,8,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,3,3,3,3,2,252071,76597,44399,26093,33231,20306,17680,18048,26262,22607,22324,37797,138477,204772,47038,42486,19082,28076,19142,16330,31776,28951,32311,41533,80662,142881,144970,49835,37183,27312,21869,21996,29008,23800,35034,44600,57429,110447,130715,359138,67047,37458,24542,16730,22705,14853,19362,20482,18019,23888,19816,89314,270082,59212,28587,27238,27096,32188,27120,26854,33127,38183,44830,47445,68830,537844,85389,29537,17314,14754,12057,9491,7371,7376,4178,2309,1431,343,535269,93933,26757,18775,11756,9948,10532,7895,5494,4862,2752,1097,324,174161,54779,33797,31428,30497,29857,30280,38396,35182,49408,61144,76075,86693,291380,46351,30152,17673,25136,18293,17770,23224,17545,37161,36393,65348,115965,459366,100351,33517,20759,16689,14003,13966,13496,13196,13865,14234,12094,7629,79142,26561,24601,25075,25095,25060,26137,28862,32874,35517,43490,68862,287389,134566,25545,22667,20881,23233,26413,26113,48851,47654,53816,54364,67365,176064
35,2,3,3,3,2,3,552,18400,81521,113195,64343,35481,43007,20491,22957,13372,11004,3450,371,3395,17650,47310,145054,47208,59730,34441,25789,20710,14701,8814,3225,117,2659,30221,152059,84768,45913,34983,25039,20272,14191,10925,5474,1599,41,10520,14170,19789,29868,32400,34658,42011,43208,41784,50375,48259,36820,24282,8629,124558,100326,67029,44356,36209,22887,13107,6300,2935,1434,347,27,614,36670,86013,125624,105837,42026,18051,7929,3909,1085,271,96,19,559,44868,93562,149140,73590,33317,20406,8043,2951,1292,321,76,19,5384,69229,105249,75013,55696,38326,29240,19886,15426,9044,4259,1257,135,9372,11940,23223,40910,54586,55615,67757,54238,50096,37722,17973,4621,91,5510,4452,6366,8815,11666,15088,19298,25735,35654,57210,101368,110969,26013,133,999,2976,5557,7726,10331,14511,22998,38967,62554,104266,139507,17619,64814,126150,83152,54606,35737,24207,16612,11730,6269,3292,1188,336,51
36,3,3,3,3,2,3,0,24,4910,54202,48652,16539,22952,11325,16374,10639,7030,2221,291,1,579,7667,71015,24194,29221,15372,12899,11882,10895,8406,2856,172,1,4762,71760,41119,18230,14298,11096,9848,7857,8878,5487,1744,79,5055,9807,10593,14042,13948,16074,19056,19939,19166,23824,20298,14200,9157,3513,76989,32639,20933,13956,14247,11123,9194,6709,3731,1747,362,16,1,3457,18264,34395,62609,35324,17002,8929,7907,4503,1834,886,48,1,4501,20019,50750,49288,28117,18905,9516,5821,5343,2230,625,43,2593,48218,39379,23225,16495,12826,11697,9542,9530,8568,8953,3888,245,1482,4138,10072,21287,31731,24427,31942,22120,20155,16266,8654,2779,106,1760,6548,8178,6881,6903,7179,8457,10045,13908,23160,47318,46730,8092,7,40,179,616,1730,3610,6194,10029,15255,22383,35281,88597,11238,45050,55961,24229,14681,11350,9357,8170,7785,6240,5021,3922,2655,738
37,3,3,3,3,2,3,0,228,9529,50199,66070,38929,46201,25368,30276,19279,14393,4674,476,0,586,12574,76717,45953,51742,30354,26177,23718,20133,13249,4200,219,14,5318,91742,64335,34335,26959,21998,20080,15776,14916,7791,2277,81,5950,14654,16281,21687,23433,25993,31706,34974,34244,36627,30661,20149,9263,1625,94092,57052,38144,26937,27701,22172,17117,11374,6206,2686,481,35,0,371,14276,56123,103691,58015,30122,16936,13443,7302,3458,1800,85,0,667,18103,79252,85276,46600,33724,17735,10241,8487,4132,1329,76,1002,58928,60695,38252,27664,21909,21819,19530,19322,16244,14429,5507,321,921,4175,13349,30417,43220,40102,50065,43122,37137,27410,12358,3218,128,2372,9012,13315,12269,12868,13448,15782,18518,24672,37814,69230,68486,7836,7,64,398,1263,3130,6600,11282,18200,27435,40865,63046,123655,9677,45772,89741,42327,25707,19910,17663,16363,17366,12631,8371,5235,3286,1250
38,3,3,3,3,2,3,431,31046,61029,101512,69433,34305,43335,17826,18179,10663,6011,2162,663,6799,43340,41855,111225,40267,55093,30230,25066,18305,12833,8486,2640,456,3516,45129,106947,89106,46865,34206,24808,18725,12089,9200,4271,1624,109,9013,25720,26495,36974,39410,40829,45553,41037,34610,36118,29916,19961,10959,5049,77740,79792,64853,45786,46229,32940,21662,12207,6800,3030,498,9,36,12982,59491,84690,98948,66481,35097,19206,12742,4867,1475,505,75,35,18194,65289,100230,81033,54644,39414,20111,9773,5739,1693,376,64,2278,37049,75964,74235,58339,41741,35141,26031,21640,13922,7781,2278,196,16269,30103,34434,46559,51682,43793,52715,39697,37986,27432,12473,3336,116,1745,1975,4247,6578,9606,13321,19409,29143,46461,75768,107669,70928,9745,84,1600,5831,11978,17368,22308,28423,38660,53228,66763,76826,67837,5689,28096,72203,72144,63963,52220,40003,28454,20400,10662,5567,2279,552,52
39,2,3,3,3,2,3,0,471,5218,12829,18319,21485,32954,21288,19933,11222,5605,2719,391,22,1650,6229,15166,16672,27684,26835,25386,16196,8265,6252,1887,190,18,3577,14780,20856,27447,28561,23197,15107,8717,6447,2796,856,75,2464,6944,8093,11337,12814,15611,18243,20961,20026,18720,11658,4465,1098,1527,14005,21197,24171,24129,23171,18248,12674,7288,4023,1592,370,39,2,713,7070,20918,46296,37800,19639,10418,6409,2402,666,97,4,2,973,7998,28773,41316,31365,22280,11005,5113,2833,705,68,3,878,7492,16452,18452,22567,23761,21710,16878,11926,7683,3550,954,131,1142,2634,6736,11837,15979,17332,21270,23093,24598,18916,7626,1181,90,1414,1220,3048,5132,7519,10968,15267,20373,25395,27645,23329,10300,824,2,177,1160,2912,4905,7197,10398,15109,22040,28016,29526,25842,5150,4112,15907,24720,28555,25475,20382,14919,9720,5200,2415,827,169,30
40,2,3,3,3,2,3,0,0,143,689,2626,8227,27493,36113,31537,15808,7084,3295,237,0,0,189,1263,4823,14399,27327,34270,25012,15286,8569,2079,35,0,16,2061,8409,16154,20625,22879,21984,18508,14050,7439,1114,13,3295,11478,12980,14616,15522,15678,15797,15049,12004,9166,5252,2041,374,255,5061,14243,19977,24216,22624,18666,14888,8315,3629,1163,205,10,3,47,340,3647,25964,43061,30850,16224,9240,3267,550,59,0,2,55,441,6267,25599,35244,35233,17790,8163,3814,606,38,0,30,2003,5430,8094,13375,18020,20419,20538,18793,16071,9562,892,25,247,1830,4666,8465,12339,16083,19827,23282,23219,16236,6542,508,8,727,4325,10179,14773,16675,17152,16782,16455,15268,12418,6849,1593,56,4,34,322,811,1856,3950,7702,12981,20367,27875,30388,23813,3149,503,6052,14602,19962,21607,20246,17633,13696,9292,5247,2523,1276,613
41,3,3,3,3,2,3,0,2,6336,24044,56775,59575,91268,67877,49241,27109,20482,15088,930,0,223,12351,43672,63242,67584,72276,60618,42209,26472,23106,6776,198,0,5607,94363,61801,57840,54515,43320,37990,28619,21524,11611,1497,40,9996,15268,16622,20889,27094,32734,39315,50651,48904,55599,51155,38882,11618,4676,63860,94567,71422,59607,47768,35427,22522,12279,4836,1566,188,9,0,443,5440,37531,165862,113007,57201,24525,11263,2831,521,101,2,0,677,6164,74689,142235,91442,64687,25646,9237,3334,563,52,1,2570,76230,77151,49437,45865,40733,38612,33665,25012,18714,9126,1543,69,2198,4243,9989,18125,25867,40508,50406,71735,86511,81119,25775,2195,56,6315,9042,12058,14419,18683,24176,30453,37217,44579,55285,70934,83548,12018,3,51,404,1347,2777,5707,11273,21916,42011,75649,109447,125320,22822,44149,101055,74782,53679,40428,31908,27391,23398,14200,5237,1757,621,121
42,2,2,3,3,2,3,0,0,1271,40211,85439,48897,44725,23719,12054,6010,5730,5541,404,0,15,4796,51804,84902,51111,31555,17670,11368,7159,7010,6533,78,0,4705,127266,59619,27645,17874,10415,7139,5247,4529,7229,2316,17,880,1630,1653,1828,2779,4503,8262,17611,23351,41246,60232,76632,33394,1324,57032,93459,50709,25812,15788,10333,6712,6336,4788,1484,218,6,0,4,814,25951,143168,69222,20326,9976,3788,605,132,15,0,0,5,1145,55294,129181,51551,22970,10140,2762,791,151,11,0,674,110409,70312,27998,17282,11766,8846,6740,5856,6207,6396,1437,78,369,607,1062,1968,3122,8728,14891,34400,60322,97121,47906,3483,22,592,1913,4041,3765,3806,4087,4334,6072,10335,21108,52808,134035,27105,4,60,457,574,872,1708,3885,9127,22109,50026,87486,83369,14324,77333,109966,41138,15399,7585,5077,4238,4648,5000,2372,798,410,37
43,2,2,3,3,2,3,0,11,870,17985,51679,79936,101113,117031,102982,67930,35833,23307,7689,0,444,2152,22905,75317,104659,111242,99737,79254,47027,32338,26356,4935,4,1169,42596,72429,81028,92876,90842,78898,60263,37679,26154,19208,3220,6349,18269,27410,32986,36673,41733,48585,57726,70850,85627,92595,65739,21824,3590,56549,79778,80275,91912,99465,76795,44944,29547,19865,13645,7861,2140,0,542,2583,31160,115431,169585,130907,75035,45850,20335,9497,4756,685,0,648,3203,52160,110425,140951,143549,79278,38008,23104,10587,3802,651,2386,39029,64956,81862,97031,86044,71042,56189,37251,28579,21616,15236,5145,1778,2670,5815,9632,14856,30085,46135,85825,113869,117022,114421,60265,3993,3948,15027,24716,32790,40887,49326,57898,65887,76975,88638,84341,58995,6938,10,112,725,3759,12387,29545,52984,74510,81017,85227,103768,133707,28615,36219,75431,102877,111254,93922,67172,45256,29722,20359,13665,7518,2861,110
44,3,2,3,3,1,3,0,0,1552,15976,34964,52886,57560,52970,40653,23196,11712,9351,1814,3,27,1113,11238,42938,58654,65839,48218,33371,16982,11656,11736,859,0,365,14091,40272,47407,53834,48452,40213,26354,13103,9533,8555,455,2102,5718,8851,12019,13984,18794,23159,30897,38542,43938,43260,36183,25187,1377,10026,28834,39933,55704,62461,50753,24587,11799,8063,6551,2258,288,0,0,148,5252,51589,108386,74370,35430,19548,6461,1185,246,19,0,0,252,11055,55158,90853,82966,37569,15874,7417,1300,172,18,698,6317,27417,48047,61103,52100,41482,26524,14047,9087,8350,6666,796,596,1024,2034,3612,5278,10715,16135,31704,52898,74232,80801,22914,691,961,4318,9013,10927,15079,20382,27763,35698,43458,48372,47796,34334,4533,15,104,747,3051,8550,17632,31032,44916,51661,50016,49627,39366,5917,8562,40254,61004,59612,48129,33937,21315,12297,7947,6262,2744,539,32
45,2,2,3,3,2,3,0,0,61,14004,23445,27864,36228,30592,18156,8427,5140,4640,554,0,8,343,7656,28308,31617,35442,26055,17835,9325,6608,5775,139,0,145,25032,27002,22529,23238,21782,19470,13700,7198,5852,3131,32,1172,4912,7215,8693,9468,10844,12302,14944,15473,18058,22124,27715,16191,631,17144,34346,33019,26939,20318,14406,8418,5934,4843,2453,651,9,0,16,214,5548,50878,52691,33299,16535,7545,1992,344,49,0,0,20,273,15299,47211,43380,36796,17223,6119,2383,381,26,0,158,23784,26465,22843,24246,20578,17402,12520,8041,5871,5085,2019,99,74,367,833,1765,3080,7390,12705,23130,34134,44881,35785,4921,46,503,2387,5985,8201,10587,12297,13836,14802,15996,17820,24121,36060,6516,14,58,369,1121,2109,3615,6810,12187,19686,30152,43230,41699,8061,22733,36187,26935,22071,18715,14389,10300,7085,5450,3537,1266,414,29
46,3,2,3,3,2,3,0,0,390,28702,65023,68562,103844,44748,30977,15391,13259,16338,3880,0,16,1470,27838,97667,70549,68502,36027,28402,19562,17417,21951,1713,0,436,71505,102309,64655,49595,26977,21410,14471,10758,14832,13467,699,922,1145,1606,2018,2689,3621,4626,9102,14148,31003,60492,125361,134381,1064,23590,54546,49173,67884,68325,50929,27624,17748,13978,11557,4324,372,0,3,215,12046,155548,126678,50831,26057,14332,4405,930,68,1,0,4,311,37256,152062,100821,56467,26968,10914,5280,991,38,2,483,40330,80297,77122,66795,35656,23866,17512,12494,11772,13169,10150,1468,508,504,1130,1488,1361,3832,7440,15208,38680,104284,170585,44951,1143,1187,4314,8165,7343,7007,7320,8767,12042,18924,37475,86499,162791,29280,7,78,723,4403,13197,25674,44016,58007,57539,60871,68483,48519,9597,52179,140271,85525,39080,20706,13182,10029,9214,9449,8053,2920,482,24
47,2,2,3,2,2,3,0,3,5102,16247,27976,32566,63467,38905,30504,17952,12400,9088,1741,0,11,3644,16205,39097,38564,46709,31679,29465,21353,15811,12159,1254,0,1911,36288,48702,42974,39734,25493,21223,13841,8531,9245,7296,713,240,309,379,439,690,994,1783,4379,9820,25501,51746,89576,70095,830,23662,35468,32038,41883,42576,31849,18006,10972,8686,6648,2783,550,0,3,1540,24154,114015,70990,26084,11019,5102,2317,681,45,1,0,7,1843,47313,102851,56031,29386,11131,3924,2684,756,24,1,363,29402,52213,50672,42133,24795,16214,11001,7192,6815,8055,5736,1360,87,167,224,348,447,1609,3643,8270,23141,65331,119078,32531,1075,221,1809,4200,4323,4008,4757,6987,11572,20089,35893,63134,82833,16125,9,79,433,2176,6199,12444,22327,32280,37313,39908,43279,45256,14248,38071,84265,59667,29243,15176,8327,5611,4661,4923,3985,1301,688,33
48,3,3,3,3,2,3,0,2,1638,6010,9886,21802,47910,78754,90979,72726,38727,16447,1943,0,84,2667,3655,9963,19673,40846,69086,85881,83286,57784,13374,525,0,1618,8094,10220,18153,29801,39766,56197,80896,87617,47047,7083,332,1556,8917,15823,24598,31745,39235,47918,56340,55321,54004,35174,13822,2371,589,7272,23974,36192,54751,65000,69137,63131,39808,19122,6442,1205,201,0,0,225,7752,59643,92465,87400,62562,49088,21878,4867,905,39,0,1,337,15127,57194,74828,96174,68532,43954,24561,5337,736,43,187,7082,16220,17693,22688,32250,45543,54690,61421,66254,54866,7497,433,139,1235,3044,7044,13821,24417,40230,60992,84870,88608,56035,6033,356,1002,9533,27725,48126,59698,59429,51660,43025,35614,27090,15411,7984,527,21,206,1200,3186,7016,14535,27434,45652,68968,83594,78102,50245,6665,2090,20406,39798,53882,63282,63111,54911,41943,26543,12168,5195,2477,1018
49,2,3,3,3,2,3,0,32,3553,40588,51973,42129,52532,37718,38994,21556,16525,7065,919,0,199,5762,46222,40116,56780,52153,43506,34869,18405,11627,3625,320,0,5105,55641,54855,50581,46504,34717,26717,17879,12950,6794,1742,99,3040,10306,17373,23414,27282,28233,34364,35236,32289,32637,30031,22546,16833,1503,52721,74386,60355,47070,33766,20385,12162,6687,2743,1301,495,10,471,7665,35875,76009,93382,47240,20304,11610,10611,6760,2789,786,82,463,9369,41498,95975,72369,38593,22955,12519,8564,7601,2995,600,83,857,29157,62689,57506,50073,37873,27660,19851,13193,8784,4455,1294,192,337,2261,5207,11322,21468,34702,49551,55248,55965,46391,25223,5762,147,2353,4218,6902,10830,15299,20446,25675,31806,39756,47542,51344,45345,12068,7,45,212,632,1711,3563,6980,14724,29754,51458,81205,108498,14795,28308,69047,67562,52420,35151,22797,15973,11624,6860,2681,949,193,19
51,3,3,3,3,3,3,2,1158,19819,18466,15147,17294,29733,22913,11494,5349,2834,1185,227,53,3697,18740,20816,15303,20161,23965,20424,11677,6447,4091,1156,112,56,9404,25684,19673,16514,16542,17286,16713,13027,8587,3276,792,51,4146,6637,9487,12627,14454,16731,19712,20901,19085,15077,7512,1971,220,3254,13386,18717,21870,22567,22553,19590,15218,8655,4086,1154,161,17,233,2175,10033,18221,36687,37542,23198,12223,7795,3228,754,288,33,234,2641,10510,23950,31941,31603,26778,13372,6533,3731,867,223,27,1932,6925,17607,18881,18005,17935,18749,18476,15584,10716,4497,854,70,3442,6430,10678,13611,15782,17170,20454,20492,19266,12356,4217,762,60,1360,1531,3619,6890,9950,12999,14620,16118,17963,21247,25596,14984,728,5,135,954,3152,6640,11360,16661,21464,24245,24076,20240,13338,4368,2805,12899,22593,25183,24123,21409,16948,11797,6601,2900,933,303,58
53,2,2,3,3,2,3,0,0,1613,16149,36815,40221,67813,74570,72926,60129,32569,13506,1594,0,8,1316,9778,32540,38282,64549,67440,81094,68383,40670,13612,233,0,1561,43696,27118,36512,53962,50441,60329,64713,51100,23517,4877,79,1203,3476,4307,6090,8619,14479,23891,45528,59560,92068,89833,55361,13490,1332,24362,61282,61560,72004,62488,56268,42276,22740,10046,2923,585,39,0,4,2427,20961,145243,123212,68127,34333,17080,5897,601,20,0,0,13,2810,44260,136766,99206,76342,36708,14301,6822,663,14,0,566,40171,56202,52072,49774,42674,43536,37072,30253,31412,30024,3996,153,338,700,1139,2622,4337,9290,14774,31738,77337,138755,124544,12202,129,334,3685,9045,13741,22336,35556,49595,57216,59815,63174,51725,43897,7786,7,76,281,905,2712,6838,15381,31882,57955,81156,101095,103686,15931,23084,78830,91198,76462,56847,37526,23375,14820,9779,4176,1147,496,165
55,3,3,3,3,3,3,0,0,171,459,648,1177,1904,2117,1953,2134,2152,1010,85,0,28,695,713,1007,1385,1630,1687,2085,2101,2120,349,10,0,377,909,1034,1222,1497,1704,1911,2066,2025,881,181,3,360,2077,2143,1790,1564,1346,1236,1196,1040,621,318,105,14,189,380,1387,2081,2385,2533,1629,1295,1060,608,208,52,3,0,0,113,162,507,1739,3978,4616,2047,603,40,5,0,0,0,117,198,455,1250,3946,5106,1996,697,41,4,0,168,258,713,1040,1375,1873,2174,2467,1900,1143,556,134,9,193,355,902,1578,1720,1962,2084,1549,1509,1248,576,129,5,268,1165,1440,1414,1464,1483,1538,1504,1281,1038,731,434,50,1,28,119,308,491,680,858,1128,1505,2146,3580,2731,235,158,279,701,1334,2000,2547,2767,2323,1181,370,129,20,1
56,3,1,3,1,3,2,403940,123013,59877,37440,30984,23855,17904,14912,15112,14009,16163,24428,156467,351111,96206,62045,42473,32493,26115,19640,28686,21952,23071,28556,51750,153770,277385,92938,71222,41895,34674,30191,32243,26268,30673,34216,43749,77490,144632,406952,87320,48232,35925,30119,26987,29496,28206,29786,33888,35531,34389,110361,383694,82273,46968,39861,33434,32062,30757,32364,35652,40119,47799,51696,79393,715752,132987,32018,15932,12391,8800,6299,4204,3634,2004,918,455,130,712602,142659,28137,16940,9699,7343,6986,4478,2840,2297,1080,343,120,298498,88859,65571,48760,39801,35895,33979,35126,34705,44184,56537,72347,82256,414690,72002,44837,33277,29694,20887,24935,21458,25435,28529,35305,56723,132133,324142,79939,33256,27923,29850,32438,34151,38357,44377,56794,79488,98685,57576,170265,58021,44750,38000,31649,28847,27347,29185,30528,34839,42840,71818,326666,205249,92759,70138,52491,45542,41223,36995,43146,41761,42264,41240,49756,172157
57,3,2,3,1,3,2,456403,90280,48292,28945,16597,18136,12487,10530,13717,11316,13783,21738,170332,403941,85377,43232,27570,25126,18211,15137,19682,17103,20745,24883,43495,168054,333678,78430,49437,34475,25050,23688,22202,24469,24499,26775,38523,71035,160295,433208,61598,33421,25460,20148,19591,20209,23041,24905,31589,35828,43777,139781,402262,58698,33384,27741,26027,25515,24267,28210,29894,35503,43600,54323,123132,798032,80146,14762,6718,4812,3316,2111,1241,904,380,115,19,0,797085,83257,13166,7208,3880,2831,2376,1414,768,433,124,14,0,337260,68300,48051,34117,30005,27497,27051,27939,30740,35976,49516,71231,124873,437456,50640,32284,26303,17760,22634,16575,17345,21650,25729,32752,58173,153255,389587,63880,36877,39536,32105,26510,25246,27897,32797,40733,54483,70163,72742,213776,48459,34815,28892,25622,23563,24203,23529,26434,29366,33856,51102,348939,222301,82029,53937,41554,36734,33626,28702,34768,32602,34907,36364,48676,226356
