census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5
107,2,1,2,2,1,1,0,795,23518,246394,283593,12,3209,36091,257390,257598,335,7527,45327,217431,283680,20455,57029,97771,163368,215677,4496,9256,45928,225550,269070,6021,17414,48441,174378,308046,7146,15909,48108,188649,294488,3587,9682,43330,186771,310930,5776,14372,42276,179876,312000,110401,246992,150564,43580,2763,169947,198049,125941,48602,11761,6100,37685,143701,168680,198134
108,2,1,2,2,2,2,184,19261,52808,223219,268281,3734,22507,43137,209357,285018,3146,32095,61566,207564,259382,31181,27744,45296,138964,320568,12538,21722,69337,244493,215663,7793,28982,63385,160493,303100,9275,27425,63615,165653,297785,12583,27701,60222,184819,278428,18669,22110,25560,123159,374255,54914,213395,194309,90964,10171,95411,190273,164928,86658,26483,16353,76672,199967,188325,82436
109,2,1,2,1,2,2,78,3737,35276,189039,163258,335,3370,14164,122060,251459,177,3152,12864,95031,280164,5208,7059,18361,110189,250571,1980,3729,13020,120636,252023,253,2601,12910,73061,302563,286,2510,12926,77989,297677,1578,4497,12027,78340,294946,2609,4024,6473,59065,319217,45422,223844,104153,17657,312,106712,185427,74150,20670,4429,910,13701,98286,184651,93840
110,3,3,3,3,3,3,3611,38104,206558,540994,479880,4251,19231,70046,302493,873126,886,14430,50740,245154,957937,34780,57403,94769,295977,786218,15062,16689,42133,269583,925680,2713,17727,49168,281285,918254,3223,16404,48027,312652,888841,14630,21496,43624,178812,1010585,18071,26841,64117,180510,979608,315661,713792,209223,29461,1010,516611,535890,133300,54835,28511,9128,26558,170611,509730,553119
111,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,21,0,0,0,2,33,23,10,6,6,18,0,28,13,16,20,0,0,0,1,27,0,0,0,4,28,0,0,0,34,85,0,28,8,11,79,39,1,0,0,40,80,0,0,0,25,0,3,38,37,21
112,1,1,2,1,2,2,385,5421,51012,488076,1445893,564,1955,12826,128033,1847409,286,1768,8253,68890,1911590,11599,15634,38329,236766,1688459,6878,2894,7458,82672,1890885,2131,3905,11921,158202,1814628,2294,3703,11552,171572,1801666,5030,3861,11081,84032,1886783,5047,3740,8988,53165,1919847,1275094,618606,79569,16655,863,1073410,819874,70644,14909,11950,6187,11699,77068,399016,1496816
113,1,1,2,1,2,2,43,2196,23917,210967,2333955,55,564,7169,52121,2511169,100,832,5308,30484,2534354,2234,5731,15674,97238,2450201,734,1026,5740,57385,2506193,1,167,2818,51238,2516854,2,159,2698,55271,2512948,384,931,5783,43218,2520762,667,772,2284,18909,2548446,2178620,323661,51139,16052,1606,492524,1323037,700425,49343,5749,1025,15460,83998,662286,1808309
114,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,70,0,0,0,1,146,64,23,38,37,55,0,62,51,110,57,0,0,0,0,92,0,0,0,0,104,0,0,0,96,317,1,25,42,45,335,182,0,0,0,100,300,0,0,0,88,0,0,107,163,90
115,1,1,1,1,1,1,574,3284,11438,78206,3074823,797,2880,6655,23773,3134220,743,2035,4761,23771,3137015,19781,15400,27636,134651,2970857,6136,8201,17143,93971,3042874,281,1323,4716,184293,2977712,336,1233,4570,206444,2955742,2057,3963,10149,49886,3102270,7586,6954,8166,25603,3120016,2762009,380732,21997,3440,147,67609,1267652,1664736,144383,23945,1509,9812,119626,1519818,1517560
116,1,1,2,1,1,1,1004,8544,68719,425236,686703,1510,6152,26823,168550,987171,1226,7467,24798,122435,1034280,8829,10630,22911,114723,1033113,3745,4571,12299,101401,1068190,3,1496,5842,78248,1104617,6,1407,5632,86706,1096455,2589,4476,15349,95369,1072423,5109,5548,9235,47529,1122785,473788,456267,183972,68961,7218,534883,522540,105512,18806,8465,2614,30044,149678,428255,579615
117,2,1,2,1,2,2,33224,110948,216389,172389,37705,38183,83028,141483,178735,129226,29991,73720,107041,167964,191939,40035,40708,71597,162100,256215,21782,24278,57695,176457,290443,5678,24838,60278,199323,280538,6475,24080,60152,205811,274137,17564,32471,70225,171761,278634,38380,37799,62727,162253,269496,55343,171323,155904,141573,46512,358031,139386,39420,19648,14170,13721,64464,126902,175723,189845
118,1,1,3,1,2,2,30969,77531,185459,544414,538731,32246,51886,110741,325372,856859,24126,44965,79281,236303,992429,39782,46573,93471,361592,835686,18786,20188,42206,187440,1108484,1599,16018,43430,221283,1094774,1841,16071,43736,229256,1086200,17107,26861,52282,192217,1088637,34047,34713,55235,189369,1063740,411590,614680,218030,109684,23120,970912,322301,50841,19454,13596,9291,42585,129216,336331,859681
119,3,1,3,1,2,2,10379,41333,201636,459587,241020,11096,25141,132754,330275,454689,8922,21515,80077,280266,563175,48035,77306,121248,289127,418239,16009,12197,37285,226709,661755,1553,17414,44908,296877,593203,2120,16948,45053,306215,583619,13286,15264,40885,187982,696538,24508,39321,86014,218673,585439,191105,519189,177008,60015,6638,583890,275738,54732,21480,18115,9619,26131,104189,287798,526218
120,2,1,2,1,2,2,3278,11253,61872,377610,357012,11999,6675,63496,320191,408664,13720,10061,55799,337288,394157,42090,44545,92678,229732,401980,28541,6867,25426,272481,477710,770,29906,25740,191117,563492,1397,29494,25846,192449,561839,26304,9127,27732,168768,579094,29016,19190,58894,214066,489859,132622,366088,241208,67982,3125,310187,332003,107394,25958,35483,24490,30230,160555,288930,306818
121,2,1,2,1,2,2,2327,26576,118016,318154,155843,9876,31240,124122,253949,201729,8710,44143,100264,232083,235716,41660,49030,90176,223944,216106,16275,26976,100516,238284,238865,1880,22465,74991,253028,268552,2316,22443,75549,252275,268333,16091,25612,92204,234246,252763,21844,28030,65098,220174,285770,100606,223501,181672,104732,10405,193046,186858,144713,72560,23739,15623,68160,181611,203779,151743
122,2,1,3,1,2,2,3038,102530,361894,519289,177241,5702,80580,271544,467890,338276,5359,65027,182891,411694,499021,51537,81101,164699,484798,381857,16591,16187,87562,334690,708962,8227,36391,118688,509190,491496,9865,34498,117521,522545,479563,14058,22750,94488,367825,664871,26047,57219,140998,417390,522338,143617,549202,301712,144433,25028,769941,278109,71670,23160,21112,15632,59240,159972,333044,596104
123,2,1,3,1,2,2,50934,158952,175586,116242,31361,43875,109489,157544,151330,70837,25340,78020,124659,185774,119282,48160,71167,130257,196741,86750,21372,25037,70039,186908,229719,8098,36164,112992,311731,64090,9455,34465,110036,320232,58887,18397,29840,76925,196073,211840,42401,73060,114180,181472,121962,40012,182524,178326,108795,23418,331508,130800,40059,17308,13400,11406,40926,89889,179058,211796
124,2,1,2,1,1,1,1863,41840,164976,191640,15187,10214,46301,148334,171592,39065,12656,38604,101713,173812,88721,26559,48166,107953,178070,54758,15664,22850,59041,139642,178309,1100,20413,93619,253543,46831,1401,20047,92700,260320,41038,12846,23349,64485,149052,165774,20311,43053,99238,172815,80089,32463,155111,143259,76522,8151,227174,95280,45085,28225,19742,11487,34090,83456,130162,156309
125,2,1,1,1,1,1,2007,86225,249788,147731,7772,9981,108139,183917,167689,23797,14282,84708,116782,191795,85956,119418,88737,107443,136130,41795,31370,73911,121224,150468,116550,8626,37827,105778,239678,101614,9978,36675,105970,244493,96407,16874,59354,113634,193006,110655,38372,97152,142567,162696,52736,132757,123449,112885,103421,21011,157523,107288,99008,90263,39441,28750,67985,95446,145473,155868
126,2,1,3,1,2,2,25458,166489,323012,274013,57123,39446,177717,274781,242821,111330,40010,168807,207009,249845,180424,63228,87073,181145,341374,173275,35978,54959,164826,271974,318358,71990,152703,244163,300813,76426,80590,143916,242755,307086,71748,35017,73603,166468,288186,282821,47607,78609,187232,345109,187538,102645,243358,212342,200922,86828,429065,223401,110493,46016,37120,59669,117970,158530,197548,312378
127,3,3,3,3,3,3,1961,21614,108334,336053,143307,4424,33545,181521,249640,142139,5014,90860,194770,175163,145462,53847,90197,130502,216233,120490,22007,100981,197708,153180,137393,46658,123546,160909,179810,100346,53787,115871,159992,185750,95869,18475,71573,185004,191752,144465,16710,60551,123810,234417,175781,86557,175849,170112,149580,29171,123412,77293,130905,197823,81836,49836,150594,166906,107744,136189
128,2,1,2,1,2,2,0,5972,161956,465339,122511,871,44614,281796,312886,115611,2743,100101,261434,238779,152721,59661,124875,197632,268721,104889,28603,124700,233028,186062,183385,69849,264792,271303,125006,24828,80193,259186,264298,129272,22829,18290,93602,233478,235636,174772,18531,82085,195963,304883,154316,80296,254023,211290,181188,28981,183226,118150,165198,209007,80197,55122,176335,177976,153993,192351
129,2,1,3,1,1,2,843,60950,329633,271388,26844,4803,157499,304901,191145,31310,9813,168773,237480,204432,69160,184671,187653,169073,119834,28427,110128,173819,187066,168450,50195,49054,171327,223377,203719,42181,56472,166056,221645,205974,39511,35276,184156,222552,206346,41328,86501,174292,215116,176480,37269,111401,243453,179677,133514,21613,55457,118713,155094,188750,171644,74545,149711,182019,218493,64890
130,2,1,2,1,2,1,161655,380641,434095,300505,37686,167559,305415,390085,349258,102265,129599,229142,311686,426089,218066,143375,183976,309028,470080,208123,78283,94917,197207,426892,517283,43346,183956,410089,591375,85816,51103,177620,403444,610046,72369,75219,122216,228814,444551,443782,139562,193490,284465,464830,232235,81418,375100,393982,326068,138014,809736,267547,116815,70438,50046,46858,147820,263602,380221,476081
132,2,3,2,2,2,2,0,0,0,0,0,1,1,1,4,28,4,4,7,24,24,76,10,3,2,0,22,49,25,9,0,0,0,4,26,4,0,2,17,28,9,0,4,19,128,101,27,26,33,61,105,71,5,1,1,40,101,1,1,3,39,2,4,25,60,46
133,2,3,2,2,2,2,0,0,0,0,21,0,0,2,4,85,0,0,0,24,130,116,41,19,16,4,73,53,78,31,3,0,0,30,22,28,0,0,23,39,26,3,11,61,132,136,66,55,42,81,120,198,0,0,0,60,210,0,0,0,117,3,5,150,87,62
134,2,3,2,1,2,2,5332,26577,171490,242805,51139,11448,44883,226293,175981,38738,21571,172254,182178,102441,18899,18943,100356,249285,123445,5314,34439,151816,195099,99536,16453,36534,144776,253880,58605,3548,40095,141129,253776,59270,3073,41396,154436,160049,110414,31048,13304,68454,207650,191297,16638,18376,66614,159900,221226,31227,6187,50175,127383,216147,97451,37996,193706,172399,74919,18323
135,2,3,1,2,1,2,5,5212,77636,193132,139136,94,16990,124053,203016,70968,1336,86601,168458,134488,24238,8128,27367,107691,187030,84905,8237,96361,186618,112577,11328,4700,82986,251107,73304,3024,5536,81925,251084,73975,2601,8932,120162,154668,108076,23283,2707,27879,105653,211899,66983,13732,49627,130728,197957,23077,1085,26696,112630,206142,68568,32046,197912,133078,46884,5201
136,2,3,1,2,1,2,525,16817,52965,139478,84845,4797,33317,105623,106642,44251,10721,86314,115761,57978,23856,15129,55037,104669,86005,33790,22350,116989,116278,35534,3479,52766,170726,60086,10343,709,57963,163703,61397,10970,597,18944,111880,106588,47927,9291,16166,84662,100383,67702,25717,17800,38818,90599,122460,24953,262,6786,43282,151625,92675,37987,150560,83617,20468,1998
137,2,1,1,2,1,2,1,761,19036,125882,114616,21,5466,62649,143159,49001,463,52907,114395,80692,11839,9049,27852,100524,108133,14738,9523,65727,115960,61978,7108,697,32247,152417,70147,4788,897,31358,153032,70803,4206,10766,73325,97333,63623,15249,3839,13774,68757,154892,19034,11830,34771,101217,106652,5826,756,13383,52341,126468,67348,15971,111095,91153,35442,6635
138,2,3,3,3,2,3,0,3,2,2,7,1,2,4,13,43,1,3,11,30,46,88,10,10,11,0,49,27,23,27,0,0,0,15,21,2,0,0,18,20,2,0,7,29,62,49,62,26,8,28,44,109,2,0,0,40,90,0,0,2,77,0,3,80,60,18
139,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,28,0,0,0,4,59,56,12,9,9,5,22,25,34,25,6,0,4,3,22,15,0,4,11,41,18,5,5,41,149,129,80,78,44,66,110,79,0,0,0,40,120,0,0,0,36,0,1,29,76,41
140,2,3,3,3,2,3,0,0,0,0,0,17,4,13,25,53,9,5,11,40,68,112,20,12,6,4,39,64,39,19,0,0,0,5,38,5,0,0,7,33,10,0,0,33,95,54,59,39,8,29,47,146,14,6,4,30,90,3,7,10,104,3,19,69,69,44
141,3,3,3,3,3,3,37,11,10,21,40,38,16,26,30,51,25,34,34,48,41,177,3,10,4,2,157,38,12,9,1,0,20,28,20,0,0,20,32,20,0,34,59,74,83,23,180,34,25,19,29,201,6,1,4,20,80,4,3,3,193,11,17,108,85,51
142,2,1,1,2,1,2,0,192,10859,152297,242753,0,1472,32913,252857,118859,99,19185,123264,227800,35753,7380,15524,88230,253161,41806,13470,73873,172824,135747,10187,532,25321,204818,166736,8694,675,23531,204411,170694,6790,12718,87359,148076,133267,24681,2727,7195,29057,237808,129314,16177,84161,194080,110358,1325,165,10576,83931,204005,107424,28720,169493,152527,50473,4888
143,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,14,5,3,9,3,15,42,0,0,0,0,32,9,6,2,0,0,4,12,0,0,0,8,11,1,0,0,7,21,33,16,25,16,10,14,26,45,0,0,0,10,50,0,0,0,18,0,1,4,25,34
144,2,1,2,2,1,2,0,425,4599,37967,157328,1,399,3154,34706,162059,62,2069,11597,78535,108056,690,2349,13274,103085,80921,1464,9789,39593,99800,49673,185,8345,34663,82668,74458,220,8306,34281,86121,71391,1239,9385,31726,80228,77741,69,488,4816,58341,136605,25662,96260,62508,15305,584,311,17666,76886,76688,28768,4549,40059,82431,65614,7666
145,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,7,0,0,0,2,19,22,7,3,7,3,8,22,14,15,4,0,0,2,2,18,0,0,0,0,24,0,0,5,44,49,10,26,10,7,45,26,0,0,0,30,80,0,0,0,9,1,1,15,29,34
146,2,1,3,3,2,3,0,0,0,0,0,0,0,2,3,16,0,0,4,10,21,39,9,5,3,7,27,17,13,13,7,0,0,0,6,20,0,0,0,11,31,0,0,42,70,77,59,30,16,24,81,45,0,0,0,40,80,0,0,2,25,0,3,34,37,26
147,2,1,2,2,1,2,0,555,5185,27782,237711,0,835,5455,25999,238944,335,3640,9961,92239,165058,3656,4203,18880,125417,119077,2977,6655,31419,131071,99111,0,5928,27471,113784,124050,0,5809,27053,118365,120006,2763,7175,23683,101105,136507,1432,936,8070,72986,187809,42078,137810,76698,12946,1701,1629,41236,114578,90492,23298,4286,28737,98024,113980,26206
148,2,1,1,2,1,2,0,458,4390,48586,251256,0,259,3455,47064,253912,80,2226,18421,163457,120506,2924,8693,37727,181181,74165,3642,11590,66263,154836,68359,0,15963,69400,120631,98696,0,13632,69893,131186,89979,2929,10717,47661,140315,103068,753,2072,31413,147810,122642,27511,148254,112453,15898,574,670,32928,99082,127141,44869,5121,49031,125354,99505,25679
149,2,1,1,2,1,1,0,0,0,0,0,0,1,0,5,15,0,3,4,17,18,47,2,4,3,0,38,19,12,8,0,0,0,18,8,0,0,0,24,8,0,0,3,53,52,32,71,17,10,24,46,51,1,0,0,20,80,0,0,0,25,1,2,44,21,31
150,2,3,1,2,1,2,0,0,0,0,0,6,10,25,67,256,2,12,36,125,196,255,25,20,27,44,158,75,61,58,33,10,70,28,0,0,8,76,22,2,0,0,28,91,119,140,157,49,14,39,126,448,8,1,1,1,31,1,3,7,450,1,14,250,167,42
151,2,1,1,1,1,2,6782,62951,84482,135792,120469,32665,88678,95796,148043,45294,67687,111916,153841,60610,16422,92380,152364,111914,48515,5303,92539,158430,122956,30860,5691,58567,227748,104764,18216,1181,65730,221000,103146,19536,1064,91034,152762,112930,42776,10974,84911,108186,154487,50766,12126,26884,56601,148853,152467,25671,996,10107,48039,152060,199274,79181,158805,125886,35544,11060
152,2,1,1,2,1,1,0,0,0,4,24,0,0,0,2,54,0,1,2,12,55,60,5,5,10,4,15,38,14,22,2,0,0,10,18,4,0,0,13,23,0,0,0,20,75,52,24,42,25,28,63,85,0,1,0,20,50,0,0,1,70,0,2,52,39,22
153,2,1,1,1,1,1,0,0,0,0,0,0,0,0,2,5,0,1,2,16,23,106,16,7,4,0,91,62,30,20,0,0,23,35,7,1,0,32,36,8,0,1,17,89,121,73,125,49,27,42,79,52,0,1,0,130,280,0,0,0,9,0,11,74,70,111
154,2,1,1,1,1,1,0,6,12445,351199,290592,0,3114,84870,417784,148474,156,65979,317341,227681,43085,26559,166725,318787,136698,5473,24209,169117,278896,154039,27981,1681,91784,466530,93574,673,2539,96905,466978,87239,581,15432,142591,264593,183222,48404,5517,63433,255663,288390,41239,28981,163087,349565,111024,1585,538,23662,115493,310750,203799,21575,198141,285584,120948,27994
155,2,1,1,2,1,1,0,371,7864,64876,606076,0,3168,18552,182109,475358,258,21473,130007,351853,175596,13859,59263,228012,337217,40836,20207,95155,221282,257194,85349,198,97568,400836,160784,19801,284,103080,398260,158977,18586,15317,83941,174920,256861,148148,3888,15344,105851,392657,161447,76192,281695,258380,60442,2478,747,34327,122666,302668,218779,25507,166760,262843,164500,59577
156,2,1,1,1,1,1,26,2299,10633,89455,413900,51,4167,34853,227648,249594,1088,44576,166552,243202,60895,13500,41053,112840,248604,100316,33372,128045,190758,132925,31213,6527,181420,283663,43214,1489,7818,191515,274077,41651,1252,23560,110938,169831,157691,54293,5584,29593,97766,296020,87350,26147,115088,210315,152138,12625,370,13932,64749,202437,234825,72386,208817,153072,63804,18234
157,3,3,2,3,2,3,0,907,22218,89006,173580,1,9830,47880,120550,107450,1685,50595,79195,116365,37871,16102,62146,97573,92306,17584,28436,66381,94284,76013,20597,557,57659,158039,67161,2295,1013,61934,154927,65758,2079,24500,57593,78672,91966,32980,5819,38172,73236,133885,34599,27091,78717,103945,68921,7037,352,14153,48323,114444,108439,27949,86103,96599,59223,15837
158,2,1,1,1,1,1,22,12585,69499,219435,215415,369,44626,129437,231307,111217,22032,144272,176725,142959,30968,12807,30899,80241,224080,168929,88419,172551,151736,84708,19542,42358,378111,88050,8004,433,56707,365156,86457,8279,357,83302,168861,141783,93433,29577,4586,30938,137971,259718,83743,16522,54075,128613,218423,99323,357,11117,59107,195027,251348,182818,187535,98274,38192,10137
159,2,1,1,2,1,2,9,925,5102,36374,204709,19,705,4212,38514,203669,189,3856,24998,123358,94718,8564,18279,41293,115443,63540,5953,22822,59308,103482,55554,38,5502,59721,92725,89133,58,5300,58072,97405,86284,5872,21016,41508,90818,87905,1760,3300,21570,106039,114450,43750,93908,83564,24816,1081,894,30087,64624,83840,67674,9178,48284,89525,73118,27014
160,2,1,1,2,1,1,5,288,1466,17645,214418,0,185,2323,22676,208638,107,1813,13558,105543,112801,2563,4666,16379,104429,105785,2506,8187,40601,111313,71215,33,12275,69386,85972,66156,55,12500,68758,88463,64046,1986,8926,31245,92686,98979,709,1097,5768,62042,164206,25246,103812,82281,21168,1315,779,30577,79696,91808,30962,5393,40408,89165,75732,23124
161,2,1,2,1,1,2,100,5178,29430,88144,138614,58,11750,25387,73428,150843,2758,17333,30419,133349,77607,6755,17749,43226,131991,61745,7099,25211,66755,128841,33560,0,19100,67432,102489,72445,0,17592,68530,107011,68333,10796,28140,50068,112646,59816,3476,3464,34845,131646,88035,18482,104889,101155,32223,4717,601,25009,92649,110913,32294,10449,57542,114071,69488,9916
162,2,1,1,1,1,1,40,1991,8467,52424,162550,39,2229,10584,52978,159642,870,8570,24707,120698,70627,2090,7199,24913,105528,85742,4562,18037,58508,107746,36619,13,22280,64297,88794,50088,33,21997,64209,90832,48401,4784,17561,47779,100011,55337,827,1049,13250,109071,101275,14290,82938,89298,33565,5381,1079,21192,62859,97966,42376,12752,56138,90651,54637,11294
163,2,1,1,2,1,1,0,449,6458,59259,294085,2,2295,12016,89097,256841,1142,12250,56494,212742,77623,3768,10343,33675,137808,174657,9026,41875,114547,159122,35681,3548,79896,133710,116334,26763,4370,80674,131961,118763,24483,8245,40125,99466,154606,57809,1487,2168,15664,186106,154826,14686,98605,145752,88708,12500,779,14551,83537,157896,103488,40998,121112,123397,63514,11230
164,2,3,2,3,2,2,0,2,212,13321,309112,0,34,2123,85976,234514,18,3970,61242,206340,51077,17703,14435,34572,126529,129408,8738,48865,129445,114537,21062,4119,97790,167257,49642,3839,4936,102060,162446,49726,3479,5235,40015,112983,126979,37435,3239,9019,23137,174668,112584,27883,73555,125623,91774,3812,87,6532,46761,139072,130195,35553,129205,94736,52822,10331
165,2,1,1,2,1,2,57,5040,48172,264273,193607,349,6791,42084,274481,187444,1061,13214,93862,328447,74565,41109,104459,140090,172560,52931,6482,46134,199313,228068,31152,687,10414,43162,188796,268090,1014,9938,42518,197008,260671,7645,34671,135391,262893,70549,4785,31581,131269,263944,79570,56607,230189,175672,45039,3642,2753,44647,167071,231568,65110,10855,86183,212448,171224,30439
166,2,1,2,2,2,2,2791,30357,130960,253005,146613,3434,19851,88055,269732,182654,4332,16866,85341,307938,149249,56185,123500,137991,183563,62487,13155,26519,110934,274623,138495,158,4557,26798,116521,415692,214,4199,26630,124880,407803,13150,25240,76149,270143,179044,12961,55201,141411,237411,116742,113039,267005,142986,37307,3389,77841,150001,205405,103532,26947,14524,41273,120910,224929,162090
167,2,1,1,1,2,1,7361,63216,245995,223590,17734,10475,86227,226929,203678,30587,20814,73044,211024,205176,47838,88796,128712,162927,155792,21669,38081,28864,136977,232673,121301,353,30610,43045,201512,282376,746,29667,42498,220038,264947,38898,34436,93409,272795,118358,49556,129268,188167,159284,31621,51702,189992,217206,92340,6656,176542,173531,126115,42115,39593,32469,37151,128743,203194,156338
168,2,1,1,2,2,1,54,2365,17731,120471,334425,720,2405,20534,325131,126256,1212,10336,124455,293137,45906,23995,85329,134062,177336,54324,8751,50520,199565,194187,22023,4040,36231,140475,200090,94210,5270,34319,140414,203263,91780,8197,40019,174105,213435,39290,6526,17013,112016,264879,74612,32660,181288,185715,72047,3336,1227,30663,142097,225697,75362,16592,107364,203427,127362,20301
169,2,1,1,2,2,2,28,1665,8231,97030,212182,441,3895,20683,225325,68792,1983,10439,75657,195585,35472,16631,55204,82746,119629,44926,7992,15203,101033,161951,32957,14178,42007,69026,123153,70772,16515,38793,69159,127060,67609,7834,19522,81460,166211,44109,6962,8743,66265,174810,62356,20654,124547,120813,50959,2163,13647,52074,120102,109884,23429,10197,48782,119650,109387,31120
170,2,1,1,1,2,1,65,4987,25776,190180,283125,117,8088,50126,353603,92199,1771,32362,205014,229608,35378,31728,89774,144596,188478,49557,12550,111061,221579,140602,18341,15780,108539,226761,142872,10181,19933,103646,226893,144394,9267,11223,87693,222859,153750,28608,5325,43407,164477,230233,60691,25871,152140,198782,116690,10650,1352,20011,121099,242521,119150,29495,161993,202564,95790,14291
171,2,1,1,1,2,1,3422,28637,52325,191235,66482,14121,36607,62096,176894,52383,13049,44659,117993,128020,38380,31765,57356,62971,122416,67593,10887,39349,106919,129401,55545,3571,70293,183723,82838,1676,4333,70331,183615,82474,1348,15894,48054,103217,116905,58031,21514,41060,61556,143783,74188,13145,86900,127808,98045,16203,60003,66641,107814,86271,21372,13737,81929,112621,75183,58631
172,2,1,1,1,1,1,21,3563,19062,107761,335531,226,6904,29600,221021,208187,3678,36483,154616,226127,45034,11477,14905,49352,178460,211744,24924,103225,180088,133824,23877,13618,218119,181897,48565,3739,19527,216063,177650,49249,3449,23262,99648,162945,141022,39061,6287,6022,37353,263386,152890,23009,73716,146648,183454,39111,399,11113,77767,197405,179254,105208,182088,111806,53766,13070
173,2,1,1,1,2,2,0,2613,7423,148934,255425,308,8649,81546,245884,78008,5403,109100,189062,91763,19067,7715,22213,61941,167256,155270,69249,156636,124200,52365,11945,31757,350008,32410,220,0,38946,347306,27914,229,0,71399,162119,110901,53175,16801,3115,16326,93922,243571,57461,8857,36833,91097,207579,70029,128,6196,32134,128199,247738,167153,154319,62170,24839,5914
174,2,1,1,1,1,1,0,624,9137,104940,111050,149,3102,38708,119226,64566,1406,42917,89688,70698,21042,8028,6433,16910,61679,132701,15965,60263,82857,53439,13227,14857,153605,54047,3231,11,18844,154022,49671,3208,6,19641,67127,69937,50408,18638,4885,3057,17436,111866,88507,14356,23860,47192,94055,46288,83,6421,39897,100635,78715,72909,82278,43449,20709,6406
175,2,1,2,2,2,2,10,2493,51521,295091,230373,517,17941,171806,269229,119995,3129,171958,213974,127191,63236,28684,49425,99120,195535,206724,75822,207286,156071,84442,55867,37654,360967,151710,28960,197,47130,357489,146460,28274,135,88222,195156,141561,90464,64085,11607,46694,131698,280521,108968,46765,85755,125747,200113,121108,34092,30278,72382,179124,263612,202222,171654,101623,52964,51025
176,2,1,1,1,1,1,0,2478,34717,194824,195133,16,12798,79899,249095,85344,4039,75709,195076,134032,18296,13048,52090,125148,159065,77801,34897,130223,172186,81244,8602,20849,241156,149611,15480,56,26219,238072,147446,15365,50,30261,126992,155184,98216,16499,4340,20830,98814,254860,48308,14593,67550,152811,156429,35769,279,7153,54546,197693,167481,81569,161638,135357,42562,6026
177,2,1,1,1,2,2,0,109,1877,91195,214216,0,2591,67615,203980,33211,843,111624,145114,38386,11430,12181,37232,65071,124844,68069,42651,152080,84975,20876,6815,88936,214486,3902,73,0,102038,201805,3477,77,0,40663,152171,79315,25643,9605,3625,30398,97632,158327,17415,13433,21073,61494,178128,33269,76,2548,13910,91711,199152,108218,134951,44451,13557,6220
178,2,1,1,2,2,1,0,1,3285,61786,194543,0,842,36320,179567,42886,772,67221,134684,49140,7798,9263,21127,53111,112951,63163,45508,126777,70560,13587,3183,98972,155373,4822,437,11,121679,132583,4892,454,7,47977,124510,64250,18103,4775,2507,9248,48672,176269,22919,10721,19577,66845,129004,33468,34,818,5614,57188,195961,107478,105278,35575,8158,3126
179,2,1,1,1,2,2,0,76,10691,190659,293089,9,6937,117621,308008,61940,4263,163409,225868,89426,11549,10014,36660,89137,207180,151524,77771,220234,142556,46847,7107,51770,426170,16421,154,0,64087,416103,14165,160,0,83858,221131,128316,50530,10680,3255,26779,133389,292518,38574,5745,38823,109384,259619,80944,97,5054,29612,151280,308472,198764,194756,74478,22519,3998
180,2,1,1,1,1,1,0,0,0,0,0,6,0,2,1,5,30,17,21,21,9,130,14,8,2,0,134,20,24,11,0,0,46,20,2,0,0,54,19,1,0,41,65,91,48,42,218,34,10,9,44,94,1,5,2,95,250,0,0,0,17,0,5,95,79,55
181,2,1,1,1,1,1,863,24279,55657,149682,53388,14102,28809,97968,103362,39628,18381,89259,89678,67317,19234,16195,32397,58719,150876,25682,33782,72531,104717,64260,8579,152964,109822,20090,990,3,162120,101105,19629,1012,3,34621,81630,91878,62336,13404,25065,18345,39442,157888,43129,10196,37565,71205,129137,35766,1711,26016,70541,117433,68168,45060,117838,84925,30144,5902
182,2,1,1,1,1,1,212,41224,36073,215755,82848,31462,27201,81335,176595,59519,32432,68952,121980,113309,39439,20873,45193,98596,198018,13432,49709,64574,153961,97817,10051,193390,175348,7226,148,0,206895,161356,7700,161,0,52600,80640,138182,89324,15366,43415,27849,58728,192398,53722,18685,67947,120000,140825,28655,1631,26436,95302,174115,78628,42745,140604,144070,42496,6197
183,2,1,1,1,1,1,0,890,28864,267464,157874,51,16781,141098,242570,54592,3914,127016,205181,94538,24443,7830,20599,62518,235295,128850,22838,124383,204300,92443,11128,261077,184170,9430,411,4,280033,164812,9832,413,2,20277,140220,184270,93749,16576,10219,26057,81889,268068,68859,11699,34894,100345,252441,55713,2855,29948,95693,202763,123833,86100,221711,111998,28999,6284
