census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8
509,1,1,2,1,1,1,293793,412060,231430,120856,96698,43786,9622,1803,309859,412232,218548,137022,82053,36832,11535,1967,365532,361124,218485,123887,83895,42052,13093,1980,60856,87423,148635,248084,295665,227128,116592,25665,64536,310042,273456,208570,150344,117383,70601,15116,107,1580,299752,344730,321246,174950,65617,2066,110,1971,326468,344398,312089,164894,58173,1945,195069,338768,244369,189216,116842,81786,37278,6720,82677,302630,291820,261963,176291,71434,21313,1920,18403,9458,21196,77540,146009,198812,282894,455736,100207,165090,211189,260969,225962,142323,72313,31995,118713,355492,237246,190054,134700,86490,51589,35764
510,1,1,2,1,1,1,4,3,1,0,0,0,0,6,2,1,6,4,2,1,4,8,0,3,9,18,2,0,13,11,54,5,6,2,4,4,2,0,59,5,13,11,5,12,0,0,0,0,0,0,24,8,0,0,0,0,0,0,24,14,0,0,0,8,53,49,7,28,38,20,108,8,3,7,12,11,25,36,70,1,0,0,0,0,0,30,110,0,0,0,0,0,0,36,0,0,1,76,21,1,0,40
511,3,1,2,1,1,1,0,0,0,0,0,0,0,0,1,3,3,4,8,2,17,18,0,3,1,7,18,12,22,14,61,13,11,3,2,6,0,2,40,31,15,15,10,8,0,0,0,0,0,6,14,14,2,0,0,0,0,9,19,12,0,0,3,3,32,40,18,19,36,3,110,11,3,13,17,8,32,16,89,8,1,0,0,0,0,30,90,0,1,0,0,1,8,62,0,4,16,52,38,12,1,30
512,2,1,2,1,1,1,4,0,1,0,0,1,0,1,6,0,2,0,0,3,1,2,3,4,8,6,1,5,1,0,35,0,0,0,0,0,0,0,35,5,1,1,0,0,0,0,10,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,16,19,16,1,5,2,4,0,62,0,1,1,2,0,3,1,34,0,0,0,0,0,0,10,40,0,0,0,0,0,4,14,0,2,6,29,4,1,2,10
513,2,1,2,1,2,1,6510,127203,268048,160936,76140,32134,3997,32,4832,77890,196025,193589,118006,66528,18114,16,5722,32669,102672,193235,184955,105841,49881,25,138607,247687,155723,82297,36411,11428,2622,225,11639,120843,260723,148920,74074,49219,9565,17,0,3238,5214,17155,78698,161054,287332,122309,0,3370,5056,18372,79470,166130,280471,122131,8128,25021,180422,270857,125391,60362,4818,1,53267,184501,191552,124748,67047,42553,11310,22,21158,143931,187429,150257,93134,54337,22230,2524,365,6508,32212,66278,130887,259861,165667,13222,7181,33924,120778,216832,183052,83562,27201,2470
514,3,1,2,1,2,1,2726,101056,260778,190226,146113,97188,32116,54,718,50565,148013,195307,179833,156061,99681,79,339,6886,49284,153299,241249,220576,158416,208,271283,245601,157515,97233,42376,12509,3424,316,14434,164628,248422,175480,130420,82104,14668,101,0,48,2003,961,4256,16324,60335,746330,0,141,1923,1036,4362,16990,60317,745488,2457,10530,107897,284956,233348,162609,28446,14,86287,170110,172269,158068,117408,93473,32466,176,133064,390200,163674,77312,37457,19234,8342,974,407,3031,14704,49452,118828,288106,337340,18389,2011,21932,71870,207333,330374,157277,35721,3739
515,3,1,3,2,2,2,3424,88944,221482,241733,230365,184116,109419,2767,6988,55590,141489,201691,229475,231793,212778,2446,7517,8346,52726,154225,265149,297810,293229,3248,316505,251186,192891,154886,104909,44527,15552,1794,24543,137146,261112,222867,205197,174008,56612,765,0,142,10054,1241,2073,7100,38659,1022981,0,498,9678,1315,2181,7683,38672,1022223,11409,10144,92921,280352,311055,282908,93230,231,117390,166666,164871,183248,177414,168268,102350,2043,144026,583282,205452,79473,37641,20770,10111,1495,3598,15804,39149,94482,198628,382673,322851,25065,10169,25170,61253,195473,407080,265013,101108,16984
516,3,1,2,3,3,2,2348,70188,265700,356209,413271,388478,169488,1183,3499,75646,170340,221400,311686,470047,412449,1798,2452,22577,83548,153310,265294,474194,659338,6152,319841,365007,327480,274283,232871,114808,30252,2323,30788,113382,209464,293973,372635,394132,237918,14573,0,216,6301,8979,16236,33651,106961,1494521,0,202,6799,8893,15673,35434,102742,1497122,11751,22069,111065,243269,389704,569589,317594,1824,129596,150291,193232,265566,317780,355279,252505,2616,410190,661193,283168,159262,84895,43451,21358,3348,22508,156347,202953,212913,315848,471943,253765,30588,5086,32957,76188,156390,396968,537579,352299,109398
517,3,3,3,3,2,2,10920,121272,194878,237287,254053,164073,33031,514,67337,188045,228750,212081,146718,121432,51458,207,59687,173295,196356,201983,162498,122649,99385,175,159293,204852,253508,226645,121843,42262,7258,367,82381,105054,129906,168094,185805,190974,145128,8686,0,462,34778,191234,281465,170022,151805,186262,0,524,43487,205188,277422,158744,143217,187446,82558,109146,138367,169590,186364,196948,132847,208,119575,195693,277630,171994,118415,94209,38353,159,40125,99284,161623,182435,216836,169549,117070,29106,64058,221029,216836,158820,110977,96804,82214,65290,37295,73963,119266,159383,174290,165062,157133,129636
518,3,1,3,3,2,3,256,7471,8301,8003,9056,10921,4018,118,5071,11116,10322,10869,7862,2311,549,44,7038,15769,11820,9207,3303,781,196,30,29831,11799,3606,1449,680,363,238,178,16961,15221,9457,4469,1678,310,48,0,0,113,5319,11131,11669,10192,7722,1998,0,130,5916,11601,11574,9783,7204,1936,15431,10269,9750,6735,3911,1865,178,5,25625,13340,5379,2580,709,349,134,28,8949,5462,6425,7583,6113,4963,6045,2604,31,274,868,1817,3582,6744,15082,19746,9472,6882,10073,9283,5532,3202,2024,1676
519,3,1,3,3,2,3,0,8,373,885,6518,6685,1345,53,8,453,1511,8042,5120,568,148,17,93,3274,9119,2510,663,157,43,8,14881,642,168,71,45,37,21,2,10625,3275,1292,453,163,36,20,3,0,0,7592,1113,1655,2771,2565,171,0,0,7791,988,1798,2820,2309,161,9235,1580,2345,1690,733,236,43,5,13722,1284,424,246,109,61,18,3,10529,2009,1441,947,533,278,116,14,1,7,35,56,153,488,2597,12530,8561,685,1263,1853,1413,884,637,571
520,3,1,3,1,3,1,0,0,0,0,0,0,0,0,20,4,5,3,1,3,3,3,9,13,9,2,5,5,4,2,49,3,0,0,1,3,0,0,47,11,3,4,4,1,0,0,0,5,14,1,0,0,0,0,0,7,8,3,0,0,0,0,3,18,21,11,8,4,5,0,51,3,6,1,1,4,3,1,44,1,3,2,2,2,2,10,41,1,0,0,2,3,8,38,2,6,8,27,18,2,0,20
521,3,1,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,3,1,2,1,2,1,0,0,0,0,0,0,0,0,4,0,6,2,3,5,7,8,1,4,9,12,11,3,14,9,70,8,4,7,2,0,0,0,49,25,15,3,13,0,0,0,0,0,26,8,0,0,0,0,0,0,27,21,8,0,0,0,2,0,13,67,53,64,52,1,48,28,11,33,33,24,58,17,75,2,1,0,0,0,0,40,100,0,0,0,0,0,0,45,1,2,4,59,40,5,3,21
524,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,4,4,12,11,2,3,0,2,5,1,4,7,7,5,5,2,6,2,1,0,0,2,8,2,0,0,0,0,0,0,13,3,0,0,0,0,0,0,13,8,5,15,15,9,11,2,1,3,6,10,21,25,0,0,0,0,0,0,10,40,0,0,0,0,0,0,9,0,2,8,23,1,0,0,10
525,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,7,5,16,13,4,0,6,1,2,4,5,0,47,14,17,16,12,32,2,0,0,2,24,27,9,0,0,0,0,6,18,25,27,0,0,0,0,0,5,84,41,65,106,0,52,37,18,15,15,75,117,36,0,0,0,0,0,0,10,190,0,0,0,0,0,0,9,0,0,0,25,20,0,0,150
526,3,1,2,1,2,1,6248,130751,399305,334913,274619,253207,174338,492,11895,104119,290374,318702,270772,284061,292974,976,9723,30166,188993,316892,325535,320705,377875,3984,519719,343113,287274,225305,123837,52455,18346,3824,102090,382613,323466,254600,237487,216527,56384,706,0,37,12560,3325,11341,54739,175937,1315934,0,121,12554,3404,11207,58047,169909,1318631,17518,111739,412482,370422,315669,302960,43031,52,288173,250797,223276,239754,217071,213843,139469,1490,403970,602932,207350,137883,102212,73550,39163,6813,205,2404,20691,97903,237576,428021,652768,134305,20661,90325,178868,357091,463255,329388,127258,7027
527,3,1,3,1,2,1,266224,241082,153446,134712,133824,100478,78643,330,141337,243581,159627,123955,131413,157347,150997,482,70335,152719,148999,142666,152745,201947,237970,1358,207563,320750,270559,171044,84396,34058,15453,4916,76896,203346,180212,204040,226031,176439,41030,745,0,1984,38696,37057,54674,95581,199883,680864,0,2645,37150,39243,55714,98974,193779,681234,53167,128543,180854,201688,262359,240452,41486,190,168154,222930,195534,182772,152193,124894,61901,361,196808,239416,160520,140247,123759,105702,84591,57696,55022,80315,102267,136438,189602,275920,237332,31843,43600,91183,134736,191832,252345,252813,118853,23377
528,1,1,3,1,2,1,224872,360261,208178,67042,8789,661,152,27,202060,383525,201021,70188,12267,754,149,18,111064,249710,225862,174778,93531,14605,413,19,91939,199973,278086,174293,76639,33002,14039,2011,42917,79691,107578,140825,184099,210427,102169,2276,0,531,17740,89435,226434,283493,239213,13136,0,565,17313,93713,224774,292472,227776,13369,53738,128534,139724,150950,176163,170192,50545,136,170617,318304,229400,110099,34137,6665,743,17,11230,14217,46468,121559,181399,199573,202888,92648,340059,222219,129045,73600,44137,28607,13399,18916,20898,86291,120599,127319,119511,105382,95751,194231
529,1,1,3,1,2,1,347747,137568,31826,10138,3010,419,186,73,226194,189011,67737,31334,13561,2754,288,88,123203,166483,113557,76156,41505,9386,579,98,76568,126006,130813,107774,48968,24467,12802,3569,50011,81826,71717,77954,89734,92588,60809,6328,0,422,49156,134269,142466,130995,69805,3854,0,642,57530,138660,141254,128992,60144,3745,70664,109546,75977,76159,88617,77056,32026,922,145511,194501,119151,45786,18038,6766,1136,78,4596,15590,29144,54495,84001,106206,126161,110774,204633,110978,74382,50840,35341,27600,17505,9688,36609,85162,72869,63880,54749,46750,45169,125779
530,3,1,3,3,2,2,425024,239151,82075,31120,17554,8432,1004,52,243492,295395,142627,62210,35219,20317,5115,37,127080,257403,163152,109112,79409,49423,18783,50,79153,156364,172141,160083,123159,74610,33148,5754,81070,206880,148794,137224,116121,83197,30144,982,3,4102,43021,78287,136840,184656,219594,137909,3,4468,45645,81573,138323,188066,208875,137459,77753,186133,169375,143577,117325,89174,21008,67,120815,221026,207318,138910,76190,33056,7064,33,12157,30740,56176,89332,122935,159341,198449,135282,104227,128393,122691,105979,95736,112181,115598,19607,71066,167652,169005,137130,104668,81456,51605,21829
531,3,1,3,1,2,1,42656,114177,135909,133204,148566,193051,133131,236,25058,106639,103347,101976,125294,184637,253629,350,16242,79234,75369,85163,115155,180074,347832,1861,164184,211329,214185,167427,97817,36419,8777,792,44772,145627,124775,136844,173535,200013,74469,895,0,268,9024,6763,19054,49909,104552,711360,0,402,8696,7164,18805,52205,101233,712425,17093,81366,124800,148955,199980,266505,62196,35,99959,120078,112069,121152,142873,184279,120174,346,239672,302213,117757,75467,56235,48521,42229,18836,7840,22971,57158,115245,174445,243740,252120,27411,16734,59818,83679,131946,196019,243562,151678,17494
532,1,1,2,1,3,1,159574,660245,386887,250176,146661,76668,24511,3396,218316,605160,330494,237871,170616,105295,38162,2204,322501,483642,328875,245569,169344,112283,43613,2291,93550,193992,238925,278720,322792,292679,216275,71185,68782,272213,421960,347359,251536,188437,129029,28802,3821,16166,176020,460131,481605,351747,170645,47983,3931,16031,199999,467290,474177,340672,159832,46186,144219,383828,375311,340796,205607,147523,97086,13748,131958,317634,350862,304135,285178,212476,102964,2911,22576,19365,60931,149918,251170,386367,384367,433424,125335,242794,327303,358451,308777,206599,92740,46119,114240,356769,365637,361827,257353,153696,72272,26322
533,3,1,3,1,3,1,9,7,2,0,0,3,4,10,8,17,6,20,4,6,20,24,6,2,19,45,8,25,32,38,152,19,14,14,7,3,11,4,138,33,24,13,14,6,3,0,0,16,2,4,28,18,0,0,0,16,2,6,28,16,0,0,40,21,53,30,18,26,31,26,152,9,9,6,17,2,33,38,207,8,2,1,1,0,0,70,180,1,0,1,0,0,1,132,19,25,43,120,56,11,7,14
534,1,1,3,1,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,18,0,0,0,0,0,0,10,25,6,1,5,0,0,2,10,18,0,3,7,6,1,12,15,12,0,0,0,0,0,2,18,0,0,0,0,0,0,2,20,0,0,0,0,0,4,25,19,78,0,0,0,21,1,14,10,108,45,0,0,0,0,0,0,10,50,0,0,0,0,0,0,27,0,0,2,47,4,0,0,20
535,3,1,2,1,3,1,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,1,3,6,8,6,11,23,6,1,2,7,1,2,0,17,9,3,6,1,10,3,0,0,0,0,0,6,6,4,0,0,0,0,0,0,12,8,0,0,0,6,21,9,18,12,11,36,7,6,1,9,9,8,15,37,0,0,0,0,0,0,10,57,2,0,1,1,1,0,6,0,0,0,30,11,9,1,10
536,3,3,3,3,3,3,925,1691,1814,1773,2712,4354,5412,80,767,1285,1593,1743,2479,4895,5954,45,756,1258,1625,2179,3500,6457,2952,34,2242,4907,3895,3072,2262,1539,615,229,820,1091,2759,4649,5114,3313,919,96,0,97,593,1473,7947,8107,538,6,0,111,551,1553,7678,8387,476,5,732,730,1370,2406,3966,5963,3484,110,1045,1500,2619,3921,4068,3878,1685,45,2266,4704,3357,2758,2290,1828,1131,427,76,742,1563,2109,2942,5017,5306,1006,770,810,1841,3793,5275,4358,1823,91
537,3,2,3,3,2,2,0,0,0,0,0,0,0,0,0,1,7,6,1,7,14,13,0,7,34,28,14,29,23,12,156,25,4,5,8,5,0,0,93,63,21,12,11,3,0,0,0,0,0,0,0,0,14,44,0,0,0,0,0,2,21,41,0,11,127,66,44,37,30,0,254,35,18,10,18,23,26,1,162,17,3,0,0,0,0,80,220,0,0,0,0,0,0,63,2,3,16,117,95,13,5,0
538,3,1,2,1,2,1,0,1,0,1,0,1,1,3,0,0,3,4,8,4,10,20,0,0,1,19,16,11,26,11,65,17,9,0,0,5,8,1,49,29,13,20,0,13,2,0,0,0,0,0,11,24,3,2,0,0,0,0,8,25,7,4,0,0,38,48,31,23,25,10,99,21,25,6,6,19,22,12,103,0,0,0,0,0,0,30,110,0,0,0,0,0,0,61,0,0,2,69,55,0,2,30
539,3,1,2,1,2,1,40608,343608,413569,299516,208086,115385,55940,5385,39272,222135,358490,282612,267991,191692,114051,5854,110639,288971,244614,225857,223772,220600,155354,12290,49617,26908,52435,95102,203599,385874,509067,159495,103146,118510,87574,142043,208747,297646,369189,155242,0,38,84885,313431,594967,342985,119896,25895,0,57,106033,343190,589475,305799,112056,25487,156406,137041,156140,187497,227615,260201,273993,83204,48641,30996,110512,197649,282911,373292,412798,25298,30684,26328,74727,135598,250409,337736,370137,256478,480346,337915,209687,116507,69377,66952,120166,81147,160410,181194,200639,234992,238929,204084,142830,119019
540,3,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1,1,2,1,3,1,0,1,0,2,0,0,1,3,0,0,0,3,4,2,3,9,0,0,3,11,4,6,12,6,38,8,3,0,3,3,1,0,32,17,11,5,6,5,1,0,0,0,0,11,24,1,0,0,0,0,0,23,22,3,0,0,0,0,50,42,35,38,35,10,108,22,15,16,17,18,29,20,53,0,0,0,0,0,0,20,80,0,0,0,0,0,0,26,0,0,5,36,24,1,0,30
544,1,1,2,1,2,1,647423,208427,184317,101904,46607,12957,5097,1250,594229,340512,170411,67866,20910,7637,5653,764,536821,360090,186055,78590,30971,10711,4152,592,134327,192117,203662,247951,173424,125007,89402,42092,207302,258143,245245,202300,161455,100027,31990,1520,3892,261592,541260,308730,74105,15307,3053,43,4570,282848,555576,283887,64858,13671,2531,41,316742,333439,236983,153468,101312,51185,13738,1115,326080,317511,285541,178411,72706,23086,4073,574,15155,5435,11399,36367,94358,189007,333357,522904,254927,185498,172867,147905,127640,127407,120459,71279,188150,318474,239377,186001,125991,76840,45077,28072
545,1,1,2,1,2,1,425502,247815,250101,124044,62284,14617,8705,8339,449726,363783,194448,82023,23136,11472,8037,8782,526840,356204,161456,56892,17582,7720,6500,8213,135868,131169,162033,208326,203266,164671,98489,37585,294888,294261,231701,172042,95258,35726,9318,8213,338,31486,404422,479364,182762,31933,9894,1208,352,42170,428501,460482,168751,30804,9205,1142,418229,339850,209230,94341,46216,17897,6468,9176,266299,325650,282739,160476,61747,24042,12616,7838,56392,14248,15723,33874,72171,140385,259130,549484,109495,162253,151050,121551,97003,100531,172426,227098,262293,391691,263630,117644,54794,24900,13426,13029
546,3,1,2,1,2,1,176828,370750,157363,55409,22929,11197,10961,11070,131491,341738,168504,82625,44522,24486,14853,8288,182326,314516,150871,78625,44462,26371,15413,3923,85608,50776,92657,125054,142833,169375,122782,27422,119886,153781,164840,143053,113952,77193,37874,5928,0,257,55451,415438,245558,81882,17114,807,0,323,48832,426002,241406,83096,16049,799,141274,245898,178148,106887,68592,43057,26371,6280,124769,149854,150605,152163,134220,70660,26684,7552,29913,13538,19258,35477,62868,134032,292595,228826,59311,143899,118532,98136,102250,110582,80565,103232,103537,225804,259972,121376,54120,27086,15018,9594
547,3,1,3,1,2,1,76760,461210,212863,69720,32126,17196,14068,13966,82408,419652,219890,88884,41713,20084,16098,9180,189545,408062,153795,70728,37744,21208,14199,2628,139540,52120,78377,125005,167338,169634,114031,51864,195736,172479,184911,144732,100906,67696,27976,3473,1,827,117046,414328,267543,79806,17829,529,1,920,104484,446531,252164,77314,16009,486,229067,270229,180878,99646,62274,36268,16368,3179,162418,126199,181562,179280,132372,76974,31662,7442,63220,22152,23344,36032,56981,107176,336083,252921,36156,99885,112752,103344,113757,130259,122706,179050,164501,316442,216852,104148,51944,23887,12004,8131
548,2,1,2,1,2,1,8698,185341,337822,304635,207235,111142,34086,8838,20135,326342,330278,233767,155642,92296,30584,8753,55560,484278,248402,146070,123750,87533,44124,8080,95940,114142,150742,195523,232814,228921,148110,31605,81792,182695,283425,213677,163610,143395,93517,35686,7,73,30163,360585,363227,219005,168656,56081,7,78,33987,387298,347286,218511,156283,54347,98666,332830,255429,141756,123180,115274,96389,34273,97791,151000,229213,306225,237248,135448,32703,8169,35109,34880,86608,136960,134576,174910,391358,203396,84440,122090,165694,188501,217466,211444,125417,82745,88442,347525,230153,140791,107258,91073,84804,107751
549,2,1,2,1,3,1,10563,163461,323257,402025,431786,365150,150815,2789,27096,216808,347154,338832,401647,364386,151041,2882,19099,226725,320139,306436,345465,406245,221093,4644,147035,246216,286104,299629,336729,332277,176237,25619,51352,104368,163104,249987,278686,347899,446794,207656,0,36,19038,143194,317051,461137,694884,214506,0,59,26640,158124,330584,476090,652209,206140,56945,122698,199582,239048,268760,319408,476743,166662,143956,242344,257184,340898,315719,346901,195547,7297,17379,51521,300182,538880,402001,281238,203714,54931,499820,399259,309267,217993,158691,118071,87623,59122,42423,108398,171032,223582,245927,265513,318018,474953
550,3,1,2,1,3,1,14055,101611,224899,271769,298245,251896,170635,29916,16284,102208,174581,286626,315112,255362,184107,28746,27560,179400,227907,231944,278584,259837,133855,23939,197444,132451,185069,221327,267186,216983,113136,29430,223306,92875,107324,137503,167516,228407,281616,124479,42,31,79228,278789,315329,319258,315901,54448,42,41,89644,289379,315682,323497,293340,51401,225615,128267,133845,138176,157772,204458,272080,102813,179587,138388,187078,209287,270749,211953,139584,26400,134348,66598,147703,277132,306167,245108,155607,30363,238441,252648,193881,138656,103152,90468,91099,254681,170752,133834,152145,167803,169381,167372,171012,230727
551,3,1,3,1,2,1,61736,262442,322636,251613,294487,228466,141401,11538,68109,267916,243743,267599,240239,243757,225537,17419,33647,180529,230813,261677,279639,281957,273189,32868,101143,241553,244615,236252,240745,246517,214424,49070,42229,72779,108711,194480,269701,327605,325655,233159,0,99,10637,63919,244353,462869,645009,147433,0,115,13535,72659,259846,483688,601588,142888,37817,87990,137311,187212,268845,323191,351348,180605,174001,225756,223163,193245,228546,228338,266652,34618,16998,90964,303756,387903,318021,243768,176683,36226,434387,407454,316887,185934,98455,63124,41334,26744,19005,78242,150069,199433,224445,243462,261120,398543
552,3,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,7,8,14,21,6,0,0,7,16,18,19,17,0,85,6,0,0,0,0,0,0,63,40,7,2,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,0,10,38,0,4,64,66,45,12,5,0,155,24,15,14,5,4,7,0,95,0,0,0,0,0,0,20,80,0,0,0,0,0,0,72,0,2,22,51,31,6,2,32
553,3,1,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,3,1,2,1,2,1,240831,413227,299597,205041,176779,153300,76570,4357,188266,292156,248091,216004,229856,221496,166909,6924,142412,283496,223434,211282,223879,246434,220967,17798,63253,104430,167103,236268,307649,354362,289078,47559,59623,114131,145075,169235,188759,243295,338892,310692,12,6411,87862,353816,584224,449447,87005,925,13,6903,88950,376832,584389,436708,75003,904,63492,159055,180853,181430,195640,240306,352321,196605,146594,201101,190552,199182,228970,274164,305574,23565,10115,35833,118910,231758,331350,360300,348486,132950,703399,316519,186489,121978,86400,70273,52616,32028,24296,133136,209897,230576,218292,206368,218095,329042
555,3,1,3,1,1,1,280215,622390,277896,122430,62323,29761,6512,901,129574,429795,362093,220321,146511,85308,28084,742,84199,285187,337993,254264,214901,164800,60205,879,262977,195706,196667,215450,221905,189659,102875,17189,71191,267632,262109,253231,227593,201879,109364,9429,3,334,16246,38956,105593,210027,370426,660843,3,415,15406,41464,107207,217521,356681,663731,41143,199035,285375,293595,283698,208421,86769,4392,234453,244311,235017,252666,234270,153155,47723,833,57019,148477,159685,191692,230667,233547,232899,148442,212522,170083,172997,181044,190143,226948,207968,40723,52699,190455,243286,258195,270210,210211,107180,70192
556,3,1,2,1,1,1,44427,175873,205797,144125,78709,31010,8005,272,11591,113175,169692,152142,115861,88741,36662,354,11067,75098,109542,140633,134512,115156,99188,3022,187012,111343,86455,86985,85146,75966,48842,6469,29511,97470,104244,123530,114947,101957,84442,32117,0,551,9082,6438,39070,110971,186713,335393,0,527,9043,7018,39545,114571,179984,337530,16664,67644,94772,120680,149210,121613,94489,23146,116502,120777,102305,101502,96032,84115,64564,2421,30255,167133,178423,104778,65712,60862,58984,22071,77233,92768,92778,106339,105607,101140,86995,25358,18953,63770,70889,74922,98318,118958,130590,111818
557,2,1,2,1,2,1,10501,82460,249810,286479,235220,168639,70555,144,9182,52422,163518,244595,244090,232914,156879,208,10177,10187,69292,199467,300096,287747,225242,1600,422359,298854,184814,110579,52116,23287,10705,1094,37839,173058,280474,254902,179259,128678,39247,10351,0,3693,6764,2054,6366,27274,134363,923294,0,3744,6713,2207,6859,29804,133069,921412,12585,30978,179249,341917,302534,190425,38954,7166,178174,218803,188748,175833,151423,127040,62961,826,245488,528562,184060,75821,38611,20722,8808,1736,18978,14925,27724,81956,178795,347091,379604,54735,11127,19499,63137,189771,352585,294328,132224,41137
558,3,1,3,1,2,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,3,3,2,0,0,4,0,2,17,2,0,0,0,1,0,0,18,4,1,1,0,0,0,0,0,0,10,16,2,0,0,0,0,0,8,18,6,0,0,0,12,6,9,5,2,1,1,0,33,0,2,1,3,1,1,1,24,1,0,1,2,0,0,12,39,0,0,0,0,1,0,8,3,3,3,15,8,1,0,13
559,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,7,5,6,13,0,9,11,6,11,8,15,10,121,9,4,9,11,6,1,0,122,46,32,15,31,13,0,0,0,71,9,0,0,0,0,0,0,74,10,0,0,0,0,0,0,30,72,69,42,36,46,13,164,20,23,25,17,8,45,20,86,1,0,0,0,0,0,130,320,0,0,0,0,0,0,45,1,3,9,89,67,17,9,147
560,3,1,2,1,1,1,30523,65038,102883,124494,131354,90253,35142,1697,26222,32099,56503,82289,103946,142271,135432,2622,34338,19850,23296,54022,83967,112377,222599,30935,61529,57470,43096,43098,61627,118227,169376,26961,32639,19248,8564,28447,62148,88531,135685,206122,0,367,40615,15852,14444,42202,158790,309114,0,352,39577,17013,14052,44310,149301,316779,41136,14707,8792,21775,65314,99688,171323,158649,30168,45216,53158,61717,61379,93769,212479,23498,6516,114012,250110,87109,37922,23926,18606,43183,279871,97465,86347,49032,12292,11912,34266,10199,43043,13358,11042,17817,26690,45238,109641,314555
561,3,1,3,1,2,1,2473,50397,150327,135874,83781,43794,17400,585,635,19368,102353,127368,109084,78915,45465,1443,295,4036,38970,118426,127121,106768,81679,7336,117728,118106,70650,53985,43978,38455,33911,7818,1739,1900,5275,76263,131387,104165,97925,65977,0,32,829,1824,5021,20542,102708,353675,0,33,833,1930,5121,21878,100219,354617,1525,1833,5890,61686,142827,107413,107418,56039,50235,100630,75320,68085,64997,60078,59298,5988,3282,127472,201156,88837,34801,17286,9661,2136,135506,82114,121782,114345,23599,3368,1920,1997,1259,3644,9154,17573,30862,61735,115864,244540
