,district name,district code,1. Under-Developed_BF,2. Moderately-Developed_BF,3. Developed_BF,1. Under-Developed_FC,2. Moderately-Developed_FC,3. Developed_FC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,No_HH,ELG_POP,BF_RUD,BF_INT,BF_ADV,CHH_RUD,CHH_INT,CHH_ADV,FC_RUD,FC_INT,FC_ADV,MSL_INT,MSL_ADV,MSW_RUD,MSW_INT,MSW_ADV,EMP_AL,EMP_NAL,EMP_UN,ASSET_TV,ASSET_COMPUTER,ASSET_MOBILE,ASSET_NONE,ASSET_VEHICLE,EMP_F,LIT%,MSL,MSW,CHH,FC,BF,EMP_AG_NONAG,Asset,EMP_FEMALE,LIT
307,Umaria,431,0.91,0.00,0.09,0.93,0.00,0.06,5179,0,0,0,4,218,125,62,35,30,16,21,14,14,8,14,7,11,6,13,8,8,8,7,4,1,4,3,3,3,1,0,0,2,1,1,2,0,2,1,1,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.3294118,0,1,0,648.7568627,1723.160784,13.1254902,135.2078431,9837.254902,10,252.3372549,15,5375.65098,33.73333333,1954.337255,0,11.74901961,168795,638351,80.21781747,0.688576083,18.3973222,54.65292455,41.76052193,3.587085518,83.29755443,2.007856868,14.56499778,47.58475547,52.05627951,37.29515862,43.56422643,19.14474955,14.42309952,11.46030945,49.02193307,0.216476217,0.050651139,0.288821677,0.35973985,0.156489831,19.01602723,67.93441226,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
308,Panna,426,0.93,0.00,0.06,0.81,0.14,0.05,8291,0,0,0,1,455,137,43,50,33,21,9,13,4,0,3,2,4,1,0,4,1,1,2,2,1,1,1,0,1,0,1,0,3,0,2,0,1,1,2,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.5764706,224.654902,3,264.8431373,12614.38039,0.764705882,632.4941176,0,15328.30588,17,1684.113725,0,0,263898,1007644,83.19754716,0.773600027,15.65285868,52.15498602,44.99760286,2.846558898,76.49866426,12.73602756,10.60453357,60.48450083,39.41214977,33.08464824,53.49833269,13.41199175,21.34781728,10.50390813,51.41677021,0.192921977,0.044045487,0.370845846,0.354614211,0.119122021,16.83292909,67.24557483,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
309,Satna,429,0.76,0.13,0.11,0.76,0.18,0.06,4962,0,0,0,9,1625,1167,594,266,180,148,78,30,78,44,20,35,29,32,12,17,22,14,22,11,11,13,14,14,8,14,12,10,9,14,6,8,9,1,2,7,5,9,1,0,6,9,3,4,5,1,3,3,0,0,2,3,2,2,2,2,5,5,1,362.2941176,0.450980392,0.890196078,0,410.8705882,145.3137255,22.43529412,125.1215686,5592.8,3.235294118,346.945098,25.20392157,24699.78431,104.9647059,1256.184314,0,14.61568627,626373,2560791,61.68680259,8.212734425,29.59604118,64.78386999,32.96044944,2.237291039,63.92949952,13.44211724,22.40662465,31.40028593,68.37371534,16.06308701,65.98530061,17.93742866,15.16589991,17.16766421,54.57911247,0.346844356,0.067395357,0.445503805,0.241798449,0.22052475,14.6473492,75.13545619,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
310,Banda,170,0.81,0.05,0.14,0.67,0.26,0.08,5028,0,0,0,0,176,291,118,56,36,23,15,13,11,8,12,2,5,5,3,1,9,1,0,1,1,3,1,1,1,2,2,3,3,0,0,1,1,2,0,3,2,1,0,1,0,0,2,1,1,0,2,3,1,0,1,0,2,1,1,2,0,0,0,0,0,0,0,7.17254902,1.780392157,0.858823529,54.17254902,25.54509804,0,50.67843137,0,19711.34902,311.3058824,1.298039216,0,0.780392157,397506,1879704,62.02055592,4.252348644,32.72962622,51.99077926,46.70656393,1.285720467,60.14071461,23.41634617,16.19387053,66.16592303,33.66217491,6.484668156,68.76074902,24.75204374,19.92643523,11.51814328,55.6190762,0.241709521,0.064979138,0.53686774,0.201433443,0.157800783,12.71216106,69.461096,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
311,Chitrakoot,171,0.90,0.02,0.08,0.86,0.09,0.05,3499,0,0,0,0,123,113,62,35,28,12,8,6,5,7,4,2,2,9,1,3,1,5,4,3,0,3,1,4,6,3,1,1,3,4,2,1,0,2,0,0,1,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,544.0941176,93.52156863,4,54.95294118,1543.454902,0,171.8431373,0,11091.3451,39.51372549,136.827451,0,3.105882353,185186,899505,79.54210469,2.380542266,17.76729612,46.74557796,51.3051856,1.946848034,78.60779163,10.80602853,10.31962027,70.54830333,29.25401164,12.40541564,70.45507922,17.14864353,24.90981151,9.082884475,53.1271088,0.193613043,0.060081172,0.490697196,0.197128822,0.138869747,15.94154563,66.08656984,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
312,Shahdol,460,0.87,0.01,0.12,0.90,0.01,0.09,6188,0,0,0,361,282,21,96,48,34,26,17,13,17,12,8,6,9,2,4,5,1,3,6,2,7,3,4,2,2,4,2,4,1,2,3,4,1,6,1,3,1,2,5,2,1,1,3,1,0,1,1,3,4,1,2,4,0,1,1,0,0,0,0,286.2588235,0.545098039,2.109803922,0,174.9372549,357.0705882,34.03137255,264.3058824,7223.105882,3,279.572549,8.796078431,11848.58431,65.10588235,4375.403922,0,12.32156863,306906,1136452,74.43535187,1.585841919,23.71668133,58.25844623,38.94964126,2.791751546,76.46090692,6.566463673,16.79620731,46.64659407,53.07367305,37.11472079,45.16823425,17.71496549,13.40285379,13.42476409,49.50979012,0.264462445,0.054813317,0.322501339,0.293314634,0.187642927,19.007138,69.94690493,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
313,Sidhi,462,0.97,0.00,0.03,0.92,0.05,0.03,5227,0,0,0,2,542,123,46,33,12,13,14,9,6,4,3,4,7,4,1,1,3,5,2,1,3,1,3,5,3,2,1,2,2,2,0,0,2,1,3,0,0,1,3,3,2,2,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,674.7098039,1024.823529,11,114.2,4281.462745,12,181.4078431,0,13723.97255,5,1006.729412,0,2,255306,1006591,89.52431044,0.744115297,9.533476691,61.26751271,36.85009479,1.879782301,85.3726348,7.763301685,6.702154669,53.2995946,46.12950146,28.25430934,66.2437808,5.505386869,21.18039998,8.679990185,51.26213129,0.137854159,0.046830549,0.345832382,0.405390645,0.106241444,18.38701121,65.50565225,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
314,Rewa,430,0.83,0.07,0.10,0.52,0.44,0.03,4849,0,0,0,616,469,985,295,254,151,103,66,48,25,18,6,18,12,5,13,7,7,6,8,8,3,4,4,5,7,3,5,7,3,3,2,4,4,2,3,3,4,4,5,4,4,3,0,1,3,1,2,5,7,4,1,3,3,4,3,4,4,6,0,3,0,0,0,349.3607843,81.07058824,5,169.8901961,1530.094118,0,474.1058824,0,24809.04314,62,423.3411765,0,0,601765,2360430,71.53189202,5.459754223,22.39627944,66.38737697,31.40505197,2.205989714,51.31216472,34.64804816,13.81343664,48.05383597,51.72194694,18.35243376,69.698697,11.94128522,19.14002957,12.13935596,52.20506433,0.252151257,0.066937457,0.417130626,0.252839836,0.183393369,17.37840139,73.13968218,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
315,Kaushambi,174,0.90,0.01,0.09,0.68,0.26,0.06,1366,0,0,0,59,171,346,180,122,68,47,29,30,15,13,15,11,6,10,6,9,6,1,7,4,6,5,9,0,4,3,3,0,0,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,0,2,1,3,1,3,1,1,3,2,4,5,20,0,0,0,0,0,0,0,1.764705882,107.8784314,0,0,159.9294118,0,8618.666667,118.1019608,13.23137255,0,9.349019608,299503,1433516,80.7723522,3.274782223,15.3963366,42.15409094,53.43989042,4.405432333,63.40078497,26.14783725,10.27838753,80.67914979,19.082696,5.968945219,81.34933774,12.68131271,21.5775757,9.496301402,52.55965054,0.20804042,0.055453014,0.535904342,0.120362487,0.151780984,17.24222122,61.93199099,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
316,Allahabad,175,0.89,0.02,0.10,0.33,0.59,0.09,1315,0,0,0,484,4,1253,928,628,444,324,201,162,131,107,101,69,49,41,33,26,23,10,13,7,14,16,4,13,10,9,10,10,11,5,7,9,16,7,6,6,9,7,9,0,8,6,3,6,8,3,10,5,11,6,1,10,7,4,9,9,31,66,0,0,0,0,0,11.56078431,1,1.231372549,224.8078431,15.99215686,0,231.2745098,0,22229.02745,420.5686275,32.85882353,0,11.52941176,1427667,7376919,48.71557044,2.261835008,48.21134851,57.10656337,39.22325052,3.670764261,26.66711803,30.42010833,42.43925152,38.65827031,60.8710796,11.2694746,39.68599484,49.04414867,8.120897085,17.73912659,59.69109868,0.547269981,0.13499511,0.64955465,0.057698747,0.453732376,11.98676575,75.81034847,2. Moderately-Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
317,Sant Ravi Das Nagar(bhadohi),198,0.88,0.01,0.11,0.34,0.56,0.10,185,0,0,0,1,220,295,152,77,60,43,25,29,22,21,14,15,11,10,10,13,10,13,11,9,7,4,5,1,2,2,2,2,1,1,3,1,0,3,0,0,1,2,1,0,0,1,2,0,5,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.15686275,0,0,61.44313725,0,4268.513725,102.1882353,2.980392157,0,18.5254902,255061,1514087,76.17648602,3.486240546,19.77857101,47.23185395,46.75680288,6.006035811,39.8118505,45.26890469,14.6320343,56.63087771,42.80497489,19.74365113,61.4692552,18.77930377,7.069540918,15.34905194,64.51861749,0.355032192,0.076949549,0.627472024,0.096080357,0.218857171,9.216313197,69.50868741,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement,2. Mod Asset Ownership,1. Low Female Emp,2. Moderate Literacy
318,Mirzapur,199,0.84,0.04,0.11,0.40,0.55,0.05,4194,0,0,0,6,454,446,194,124,69,39,44,15,25,18,14,10,10,15,5,5,8,5,3,9,5,3,4,4,9,4,7,2,2,3,3,4,4,2,4,4,3,3,2,1,1,1,2,0,2,0,1,4,2,2,1,1,3,3,1,0,2,0,0,49,0,0,0,8.541176471,0,15,204.8039216,819.6627451,0,417.5921569,2,17851.18431,159.4196078,441.8078431,0,29.4627451,450005,2384280,68.66893968,4.715157609,25.82633504,46.69398362,48.85186342,4.452664082,41.4733403,41.96545127,16.11365563,56.71367163,42.89515605,16.48877435,66.05233475,17.44665526,12.56479944,13.31861191,58.34650293,0.387098386,0.068462014,0.570286321,0.093920181,0.205595638,12.24210244,69.36475582,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
319,Singrauli,463,0.96,0.00,0.04,0.89,0.07,0.04,5176,0,0,0,5,863,0,217,247,0,89,108,0,52,30,30,22,28,18,23,22,19,7,12,13,10,16,11,17,9,18,10,11,11,8,16,7,12,18,0,10,5,11,8,14,11,19,0,13,10,8,7,9,20,0,12,13,10,14,6,9,20,0,14,166.0392157,0,0,0,549.3372549,428.0156863,8.094117647,250.7254902,5484.101961,1,214.5176471,0,17430.63137,107.3411765,810.5098039,0,11,289948,1164463,81.90837461,0.286430325,17.65408797,59.12861341,38.77121898,2.097511968,73.09876909,10.63104626,16.06508926,60.21631982,39.08160291,51.39729952,35.90438354,12.68115455,22.17820575,12.71444434,51.20729469,0.218454778,0.076558204,0.376334005,0.343514275,0.227082953,17.77377212,62.95124877,1. Under-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,2. Moderate Female Emp,1. Low Literacy
320,Koriya,400,0.82,0.01,0.17,0.83,0.02,0.14,7205,0,0,0,3,482,241,123,53,39,32,30,17,26,23,16,6,10,13,13,8,8,8,6,6,4,9,10,3,3,2,7,3,1,5,4,1,1,5,1,1,3,0,2,0,5,1,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933.462745,3603.819608,27,136.7960784,14449.24314,39,416.0823529,0,5674.760784,19,2778.407843,0,3,217529,822392,65.92239609,1.456900919,31.95738913,53.58009966,44.72205269,1.694875626,61.10297615,11.05338599,27.59455245,32.95666325,66.7991523,28.29658712,32.74620258,38.96775281,12.15503069,17.77218164,52.36237707,0.376090406,0.065655895,0.390382565,0.291380106,0.275023579,16.40944951,73.94563663,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
321,Anuppur,461,0.87,0.01,0.12,0.88,0.01,0.11,3554,0,0,0,5,427,190,75,65,48,33,31,37,18,32,21,25,17,22,18,12,20,24,9,10,11,7,8,10,5,7,4,7,3,8,5,5,2,4,2,1,2,1,1,0,2,0,1,1,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,285.1921569,443.4862745,6.921568627,67.1254902,6856.607843,2,56.56862745,5,7912.294118,19.14901961,862.8588235,0,0,218787,841759,73.71303505,0.896727868,25.13273184,65.84617413,32.12807845,2.022825396,70.48239978,7.508640367,21.76459936,42.97106684,56.88894816,35.09616568,36.88316308,28.00696294,18.1285855,15.85596352,50.84863958,0.330599775,0.053908029,0.369961401,0.289259837,0.250020559,17.90619405,70.75124828,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
322,Kabeerdham,407,0.91,0.02,0.07,0.92,0.06,0.03,2491,0,0,0,5,385,665,578,505,270,169,100,67,0,14,11,7,3,7,7,5,0,3,2,3,0,2,1,1,1,2,1,0,1,1,1,1,1,1,0,0,2,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.145098,2530.156863,6,2.733333333,10455.05098,14,4,6,3528.788235,0,1506.917647,0,0,207066,792440,80.90982151,1.961125438,16.98014111,38.90702723,55.13708721,5.952903905,83.98123207,7.846196382,7.96699603,11.79030599,87.91978306,8.395973748,69.17627906,22.42547449,35.19345313,10.12329009,43.12692444,0.254699907,0.026519911,0.266809017,0.325780988,0.138450204,25.20443188,63.27923881,3. Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,1. Low Literacy
323,Bilaspur,406,0.80,0.03,0.17,0.86,0.05,0.08,3772,0,0,0,3,944,1242,1417,795,485,358,225,193,149,104,87,82,65,56,53,40,45,28,33,27,19,16,18,9,8,14,17,10,12,11,6,11,4,9,6,7,6,6,6,3,0,5,13,2,3,6,6,2,1,2,7,5,5,5,6,4,10,13,29,61.2,0,0,0,2848.843137,3822.066667,45.69803922,33.77647059,9498.760784,33.46666667,18.10980392,6,12062.52549,134,7658.494118,0,9,973304,3808846,58.93157739,2.129229306,38.7831472,48.97322204,47.176386,3.851141884,67.58478399,5.274021683,26.87220067,10.45298653,89.31251593,8.340835751,52.81643135,38.85717669,14.55556355,21.89899513,52.35483398,0.45339133,0.0934853,0.358224395,0.232818995,0.286618274,16.38223231,77.20183489,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
324,Korba,404,0.82,0.02,0.16,0.86,0.05,0.09,5327,0,0,0,7,674,564,319,189,133,124,77,60,48,53,36,36,37,28,23,23,28,21,23,16,11,16,14,10,20,13,13,12,17,11,10,17,9,12,8,10,9,11,9,14,12,6,9,10,7,8,12,12,7,6,9,10,11,18,8,13,12,19,40,245.7960784,0,212.4980392,0,2584.913725,4224.458824,71.12941176,40.30980392,8081.403922,70.67058824,134.1411765,52,9539.933333,221,3145.588235,0,19.82745098,563487,2129385,56.94739808,1.752105018,40.82957548,60.47275092,37.46947756,2.079574862,49.69731405,20.11117772,30.05823506,15.71400015,84.05393221,23.40280929,41.56473707,35.03073168,9.408491184,24.41611076,56.08328226,0.521677396,0.107445522,0.43312398,0.183847225,0.374212626,12.3971945,78.20520949,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,3. High Non-AL,2. Mod Asset Ownership,3. High Female Emp,2. Moderate Literacy
325,Surguja,401,0.74,0.12,0.14,0.92,0.02,0.06,17076,0,0,0,8,1401,642,267,160,84,48,45,33,16,16,14,12,10,17,6,12,6,9,9,7,5,7,0,5,5,3,2,4,6,4,6,5,4,2,0,0,1,0,1,4,2,3,2,3,2,3,1,1,0,4,2,1,3,1,1,4,1,3,3,5,0,29.93333333,0,4621.192157,4173.027451,47.94901961,178.6862745,25133.98824,96,166.8352941,1,26259.21961,27.85882353,8090.901961,0,19.17254902,597878,2290987,69.97828236,8.909612998,20.96798578,52.98621592,45.00317657,2.011420056,84.43310659,3.895728727,11.51112618,44.91516697,54.66568547,32.9656164,55.48206524,11.57179793,21.55926681,9.957280421,44.71339209,0.208360095,0.052130535,0.258981866,0.330037641,0.178009365,23.05547784,63.50668947,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,1. Low Literacy
326,Sonbhadra,200,0.85,0.03,0.12,0.54,0.37,0.08,7042,0,0,0,3,436,321,134,105,18,34,38,16,18,40,15,19,16,24,19,16,16,9,13,16,16,16,8,13,12,15,6,13,4,6,15,5,9,12,1,11,4,5,10,10,9,7,7,5,8,5,7,5,8,9,7,5,12,9,3,5,14,6,0,1098.913725,0,1,0,122.4352941,289.5215686,38.90588235,711.4431373,9453.34902,3.592156863,749.5607843,43,15846.69412,162.654902,1301.254902,3,91.3254902,396502,1817987,68.34303988,3.534699699,27.78911254,48.0620123,49.13171308,2.807719507,56.20371978,22.00577853,21.41157901,59.82586343,39.84301492,18.28230955,59.19420659,22.52356583,13.90323473,12.17522458,54.82371436,0.325210175,0.09168062,0.505922946,0.171156413,0.245059085,15.38223321,67.05807027,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
327,Garhwa,346,0.97,0.00,0.03,0.85,0.13,0.02,5016,0,0,0,0,97,77,13,12,5,5,7,1,4,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560784314,0,998.8745098,420.0705882,1,219.6196078,6749.286275,1,146.345098,0,8463.003922,45.31372549,970.6862745,0,40.98823529,267834,1141896,90.98039084,1.125560608,7.764698657,34.69185764,60.51541589,4.791663866,83.22094432,12.40708051,4.186267614,85.11880867,14.82011246,24.44558794,71.05936028,4.498641323,9.275100359,7.169129238,48.14650371,0.103647311,0.037508113,0.392833464,0.352134262,0.085109183,21.01732557,61.24060335,1. Under-Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement,1. Low Asset Ownership,2. Moderate Female Emp,1. Low Literacy
328,Jashpur,402,0.91,0.02,0.07,0.97,0.00,0.03,6666,0,0,0,4,385,125,41,22,14,12,12,10,7,7,5,2,6,2,5,3,3,5,3,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,575.9176471,1458.356863,13,13,8986.972549,103.8705882,10,0,8108.235294,24,6001.85098,0,0,214564,818026,82.26040016,3.149917507,14.4286227,57.04677998,41.30327268,1.649108891,90.68601909,2.424170411,6.709645141,51.10796918,48.69976977,27.39032783,64.58941202,8.019455267,30.05858005,8.969397061,36.01902629,0.153708973,0.036248867,0.213882464,0.365040696,0.125173901,28.53002227,69.80817236,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
329,Raigarh,403,0.88,0.02,0.10,0.94,0.01,0.05,3951,0,0,0,341,799,852,672,414,274,198,129,127,134,111,90,69,58,45,41,31,32,28,37,21,27,21,24,23,16,23,19,12,23,15,13,9,13,10,8,12,14,9,5,6,10,10,11,11,9,5,5,10,7,6,9,8,3,8,7,9,10,11,21,0,0,5,0,1166.062745,3779.364706,287.227451,66.64705882,9233.709804,140.4666667,126.572549,33,9756.941176,100,6014.976471,0,19.20392157,451724,1631228,72.66027951,2.173002099,24.8232507,44.75625448,51.03667439,4.207554392,81.09970292,3.738310783,14.9404652,14.8120733,84.96435633,8.799421107,60.80932937,30.37824158,21.6262227,15.27548571,49.80468702,0.34536343,0.057585893,0.299447262,0.248882233,0.203518438,17.483822,75.86149821,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
330,Gumla,366,0.97,0.00,0.03,0.96,0.02,0.02,6568,0,0,0,0,128,44,14,6,7,2,2,2,4,4,1,2,2,1,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.0666667,951.7764706,1.062745098,2,4111.25098,15.9372549,5.560784314,0,16387.11765,8,1188.254902,0,0,201343,908197,85.88982135,1.72894712,12.23674476,36.61678231,60.24181422,3.146372608,88.4904839,3.636121941,7.584595442,78.62360301,21.3214301,66.92794137,28.16210248,4.901044983,25.43545068,6.891676586,44.37869757,0.128950805,0.044815425,0.298534789,0.203528357,0.114581585,24.9417252,67.1038332,1. Under-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
331,Simdega,367,0.97,0.00,0.03,0.99,0.00,0.01,4664,0,0,0,0,50,19,6,11,6,6,7,2,4,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5921569,1131.113725,1,4.529411765,4999.945098,22.12156863,3.435294118,0,8731.729412,9.094117647,1452.615686,0,4,126540,542687,88.72851746,1.027419788,10.14619567,39.78603446,57.12400269,3.084105421,93.47738344,1.382893156,4.985824245,81.22583294,18.71279595,57.74344397,38.73247353,3.520542121,23.51889763,7.067978411,44.34434582,0.089847748,0.042352324,0.242948072,0.185841513,0.11227208,24.36948001,69.20195251,1. Under-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
332,Sundargarh,374,0.93,0.00,0.07,0.92,0.03,0.05,8565,0,0,0,365,1042,603,342,202,158,194,14,89,123,15,48,42,35,40,17,19,10,8,14,17,6,11,5,8,13,9,9,8,4,10,11,6,9,10,5,1,5,3,7,5,7,3,6,4,7,3,3,3,3,7,2,3,4,5,6,9,2,16,43,46,0,17.85882353,0,3153.12549,5724.278431,93.57254902,57.30196078,15698.28627,53.18431373,114.372549,74,13096.23529,333.9058824,3655.827451,0,31,755366,2917886,57.61420623,1.509910295,39.75743004,36.46851447,58.6081992,4.911439885,53.91058335,16.03030716,29.40305944,35.17926661,63.40189074,19.64566303,48.68691959,31.63315982,6.783815406,24.02694965,56.10195189,0.490593937,0.107079753,0.498793284,0.124143074,0.353845083,12.28594949,77.95876878,2. Moderately-Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,3. High Non-AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
333,Ranchi,364,0.90,0.01,0.09,0.84,0.10,0.07,4543,0,0,0,0,105,333,212,144,102,64,59,48,23,38,26,27,25,25,19,22,19,24,17,16,13,13,16,10,9,8,11,15,8,8,7,12,9,9,4,6,6,11,4,8,4,10,8,5,10,4,10,5,5,6,8,9,2,8,11,13,11,26,41,35,0,0,0,272.5098039,636.6705882,28.56078431,6.937254902,4175.109804,11,4,12,13209.6,286.7607843,2903.65098,0,7,812653,3619913,47.209065,1.919146179,50.14360127,55.25524634,41.05571123,3.689078487,39.78659022,19.57177282,40.21083993,27.95432466,71.8607237,38.84017237,37.17488731,24.03383954,8.986762942,20.98984147,57.60914696,0.541150544,0.170928577,0.581660178,0.102693885,0.389952441,13.31540288,79.26693266,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement,2. Mod Asset Ownership,3. High Female Emp,2. Moderate Literacy
334,Lohardaga,356,0.94,0.00,0.06,0.88,0.07,0.05,1484,0,0,0,0,157,150,33,14,13,10,3,4,5,6,3,1,4,1,1,5,1,2,0,2,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.2352941,327.3333333,14.9372549,3.952941176,1362.047059,4.062745098,2,0,4029.14902,21,457.9254902,0,0,99740,433694,78.58135653,1.848463004,19.47921396,40.27719571,56.54336475,3.178936234,75.15054341,9.287873471,14.0413074,62.50062863,37.42442751,52.72318929,43.15552837,4.122602767,17.32857729,9.550281996,45.03797608,0.187366673,0.038035853,0.380769801,0.165055224,0.150576869,23.83616098,69.63665626,1. Under-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
